Nit;Fecha Corte;Duracion;Ingresos de actividades ordinarias;Costo de ventas;Ganancia bruta;Otros ingresos;Gastos de ventas;Gastos de administración;Otros gastos;Otras ganancias (pérdidas);Ganancia (pérdida) por actividades de operación;Ingresos financieros;Costos financieros;Ganancia (pérdida), antes de impuestos;Ingreso (gasto) por impuestos;Ganancia (pérdida) procedente de operaciones continuadas;Ganancia (pérdida) procedente de operaciones discontinuadas;Ganancia (pérdida)
830010665;31/12/2016;2016;2043725;;2043725;710216;;1085768;1163816;;504357;;;504357;487090;17267;;17267
900141261;31/12/2016;2016;0;0;0;4760;0;1608;1393;0;1759;0;0;1759;699;1060;0;1060
830084329;31/12/2016;2016;3745753;8348254;-4602501;1202;;1524;22;;-4602845;;;-4602845;-455776;-4147069;;-4147069
900206267;31/12/2016;2016;2553271;671247;1882024;12522;9268;966097;41919;;877262;1264820;1940794;201288;-168543;369831;0;369831
830004521;31/12/2016;2016;2579165;1045305;1533860;15162;347474;373391;67797;0;760360;0;142723;617637;246729;370908;0;370908
830018716;31/12/2016;2016;3694469;2994275;700194;3397;147529;465195;3816;;87051;3840;26419;64472;25083;39389;;39389
900278276;31/12/2016;2016;9927764;6493639;3434125;281063;1533;1462365;8630;;2242660;;119530;2123130;521546;1601584;;1601584
800083532;31/12/2016;2016;11278464;5768725;5509739;78200;4506601;772799;38732;0;269807;17460;107157;180110;88833;91277;0;91277
830047479;31/12/2016;2016;2680982;1854640;826342;47886;49609;716197;79149;0;29273;36851;0;66124;22482;43642;0;43642
800078640;31/12/2016;2016;12469735;7716297;4753438;111471;1525435;1032125;0;0;2307349;0;0;2307349;1007109;1300240;0;1300240
830110405;31/12/2016;2016;2880898;2070069;810829;3756;0;426505;11991;0;376089;0;90435;285654;126346;159308;0;159308
830069752;31/12/2016;2016;5548682;222682;5326000;64510;73592;3779183;14802;;1522933;20392;40696;1502629;562738;939891;;939891
860032030;31/12/2016;2016;3867732;3520449;347283;3944262;13151;;277550;;4000844;;;4000844;139451;3861393;;3861393
890913810;31/12/2016;2016;2994041;2222971;771070;0;376847;181888;1345673;;-1133338;7801;71816;-1197353;81699;-1279052;;-1279052
819004438;31/12/2016;2016;1969440;1106345;863095;0;457783;76461;270349;;58502;;;58502;;58502;;58502
860020240;31/12/2016;2016;18101974;11284728;6817246;126392;2752265;1423898;60948;;2706527;871221;596638;2981110;1196411;1784699;;1784699
800104215;31/12/2016;2016;10955996;9446794;1509202;0;;642995;4172;4752;866787;;128283;738504;255817;482687;0;482687
890901580;31/12/2016;2016;679308;305874;373434;25315;;860029;4998;;-466278;;220441;-686719;156532;-843251;;-843251
800225742;31/12/2016;2016;9211547;4238965;4972582;602744;3610632;560554;315841;;1088299;;;1088299;411981;676318;;676318
900616703;31/12/2016;2016;5078561;3085315;1993246;435427;0;1113541;3105;0;1312027;0;452627;859400;180951;678449;0;678449
800216276;31/12/2016;2016;3683986;3077682;606304;12314;;354617;40302;;223699;;;223699;97286;126413;;126413
890910102;31/12/2016;2016;859980;;859980;6673;;624886;17810;;223957;;;223957;192239;31718;;31718
891701230;31/12/2016;2016;0;0;0;50889;;43913;458914;;-451938;;4;-451942;30486;-482428;;-482428
900273006;31/12/2016;2016;5341740;3995390;1346350;49815;684570;;65890;;645705;;108059;537646;203299;334347;;334347
800046939;31/12/2016;2016;1344918;25596;1319322;0;;659423;34508;;625391;;;625391;30803;594588;;594588
860400886;31/12/2016;2016;3872083;1643995;2228088;12540;0;1517142;20323;0;703163;48805;5914;746054;253659;492395;0;492395
900353601;31/12/2016;2016;24639383;22552719;2086664;0;33180;723716;2815;7043;1333996;15623;156378;1193241;399824;793417;0;793417
800068315;31/12/2016;2016;3498841;3175984;322857;26636;61557;161145;;;126791;113;65027;61877;23581;38296;;38296
800106599;31/12/2016;2016;12020628;8009833;4010795;597444;1736703;1046973;212630;0;1611933;4795;13372;1603356;682016;921340;0;921340
900075720;31/12/2016;2016;2722308;2130652;591656;8764;;371101;9746;;219573;125;5723;213975;87390;126585;;126585
829000547;31/12/2016;2016;1542387;1052667;489720;3523;1060;456133;3418;0;32632;4690;12837;24485;2000;22485;0;22485
900310819;31/12/2016;2016;8646016;726116;7919900;216;517526;1512844;187077;0;5702669;0;54456;5648213;0;5648213;0;5648213
813007147;31/12/2016;2016;42262836;30369903;11892933;1107429;8053780;2808088;144189;0;1994305;79051;2576106;-502750;218181;-720931;;-720931
890913414;31/12/2016;2016;4696106;4142764;553342;9476;235690;282720;14744;;29664;;23583;6081;8746;-2665;;-2665
900169697;31/12/2016;2016;11589;;11589;934;0;1402673;0;0;-1390150;1058312;198954;-530792;29545;-560337;0;-560337
900353599;31/12/2016;2016;597127;0;597127;0;2435;291588;915;76962;379151;0;112545;266606;80226;186380;0;186380
890323309;31/12/2016;2016;2724805;1872565;852240;19716;;607045;201280;;63631;;;63631;;63631;;63631
800224833;31/12/2016;2016;5740817;3811560;1929257;36;;1319398;64388;;545507;16859;;562366;181541;380825;;380825
830125303;31/12/2016;2016;1320316;1199498;120818;0;0;81589;34037;0;5192;0;0;5192;13147;-7955;0;-7955
830029068;31/12/2016;2016;1287214;1302878;-15664;245921;413390;;;;-183133;358965;25221;150611;;150611;;150611
800119705;31/12/2016;2016;1954133;1715127;239006;31824;;264722;;;6108;;;6108;;6108;;6108
890937619;31/12/2016;2016;65198485;52110588;13087897;154054;7216750;2516596;0;0;3508605;219594;2354850;1373349;294221;1079128;-24677;1054451
860351955;31/12/2016;2016;26835082;9495692;17339390;58503;10900803;2169125;2461464;;1866501;;;1866501;158715;1707786;;1707786
860052616;31/12/2016;2016;18995309;0;18995309;0;15319601;1289548;0;0;2386160;68205;533221;1921144;745456;1175688;0;1175688
860516337;31/12/2016;2016;7736118;6118267;1617851;31431;1132294;21180;90067;;405741;1002;190105;216638;54160;162478;;162478
830010834;31/12/2016;2016;44205;;44205;1343;;142723;;;-97175;130243;5864;27204;52547;-25343;;-25343
800089535;31/12/2016;2016;1699960;879483;820477;9618;;605650;117211;;107234;;26208;81026;77425;3601;;3601
800176414;31/12/2016;2016;11775822;8831867;2943955;0;0;1766373;0;0;1177582;0;671797;505785;127793;377992;5387;383379
900227326;31/12/2016;2016;1389178;743305;645873;460181;0;95178;11883;;998993;116665;43955;1071703;50359;1021344;;1021344
890920001;31/12/2016;2016;45994134;35626245;10367889;0;6423581;1955948;0;0;1988360;242962;1258764;972558;394872;577686;0;577686
900084591;31/12/2016;2016;4360666;3776821;583845;85;31515;425988;38090;;88337;;41975;46362;;46362;;46362
830133349;31/12/2016;2016;5994389;3545940;2448449;0;12297;1705801;29250;;701101;15746;453949;262898;95200;167698;0;167698
890921111;31/12/2016;2016;9381815;6543217;2838598;257599;1090340;1119989;714187;;171681;283068;;454749;553812;-99063;;-99063
804000561;31/12/2016;2016;2833688;2271041;562647;0;198310;428668;;;-64331;65770;34556;-33117;78287;-111404;;-111404
830103330;31/12/2016;2016;23231123;17220199;6010924;319817;809529;1498021;179228;;3843963;256184;132087;3968060;1610915;2357145;;2357145
800154428;31/12/2016;2016;27816069;14024207;13791862;225228;;12612867;87050;;1317173;115983;524218;908938;354210;554728;;554728
900832230;31/12/2016;2016;71091;1505;69586;68;;42080;301;;27273;;;27273;9273;18000;;18000
860510648;31/12/2016;2016;550022;155669;394353;18044;;370758;31890;;9749;;;9749;9535;214;;214
900474902;31/12/2016;2016;0;0;0;0;0;0;5817;0;-5817;0;0;-5817;0;-5817;0;-5817
900441711;31/12/2016;2016;3232617;2332897;899720;15601;0;471472;18744;;425105;30912;19347;436670;155607;281063;;281063
900603147;31/12/2016;2016;2580570;1842113;738457;122711;;244545;289569;;327054;;118445;208609;136000;72609;;72609
806004636;31/12/2016;2016;1188443;523191;665252;73240;0;683325;0;0;55167;0;60221;-5054;0;-5054;0;-5054
900488114;31/12/2016;2016;4102379;0;4102379;146724;0;3309889;239279;0;699935;0;0;699935;264917;435018;0;435018
830099911;31/12/2016;2016;3783994;;3783994;0;1635823;1554233;;;593938;328013;134548;787403;319975;467428;;467428
830025041;31/12/2016;2016;486201;0;486201;175;0;486384;214;0;-222;78723;10;78491;27616;50875;0;50875
860048647;31/12/2016;2016;0;0;0;604;0;33264;428;0;-33088;70735;2397;35250;29697;5553;0;5553
811046268;31/12/2016;2016;4307171;2027136;2280035;0;330829;867167;740788;;341251;;73655;267596;1301938;-1034342;;-1034342
890807213;31/12/2016;2016;44518995;38097521;6421474;58543;1872767;2817970;254308;;1534972;;756169;778803;330420;448383;;448383
890300417;31/12/2016;2016;13897976;9631804;4266172;489332;1749912;1034097;13802;;1957693;;163661;1794032;690551;1103481;;1103481
900021482;31/12/2016;2016;4534125;1693411;2840714;1821;1851247;265184;;;726104;;223675;502429;267170;235259;;235259
891856506;31/12/2016;2016;17937830;15096012;2841818;51644;767341;1321752;74199;0;730170;6519;876616;-139927;81799;-221726;0;-221726
830057664;31/12/2016;2016;32021215;27367444;4653771;123804;;1732734;7498138;;-4453297;;;-4453297;24885;-4478182;;-4478182
900691645;31/12/2016;2016;0;;0;982;;108129;1778;;-108925;;;-108925;13544;-122469;;-122469
900771401;31/12/2016;2015-dic-31 / 2016-dic-31;4431168;0;4431168;2736;3178539;904191;0;0;351174;0;17145;334029;103996;230033;0;230033
900771401;31/12/2016;2016;8079937;0;8079937;111047;4975069;2857005;0;0;358910;0;8399;350511;176615;173896;0;173896
890906407;31/12/2016;2016;24897197;14352179;10545018;945559;5300547;4125131;387704;0;1677195;3593211;3819557;1450849;768858;681991;0;681991
830010438;31/12/2016;2016;20560048;16913501;3646547;214782;;2941916;680964;;238449;;;238449;120701;117748;;117748
890503520;31/12/2016;2016;33735536;26675886;7059650;228045;3184204;2467011;884728;0;751752;0;0;751752;165747;586005;0;586005
800093160;31/12/2016;2016;433163;51298;381865;19924;;309845;672;;91272;797;3536;88533;;88533;-29014;59519
860513708;31/12/2016;2016;1232905;0;1232905;0;197308;279230;79779;22802;699390;0;1438;697952;125998;571954;0;571954
830136225;31/12/2016;2016;169634;117651;51983;4;;76286;15091;;-39390;247917;269;208258;528019;-319761;;-319761
900618448;31/12/2016;2016;6779850;7547224;-767374;31243;0;910076;45117;0;-1691324;313032;526086;-1904378;39792;-1944170;0;-1944170
860023522;31/12/2016;2016;6417675;;6417675;6999;;2865778;;;3558896;;5256101;-1697205;466253;-2163458;;-2163458
830026793;31/12/2016;2016;5157131;;5157131;885;;273094;;;4884922;;585422;4299500;82801;4216699;;4216699
807007324;31/12/2016;2016;2668936;2091000;577936;0;58600;478880;0;0;40456;80321;3690;117087;;117087;0;117087
900278263;31/12/2016;2016;447301;148642;298659;62587;;121310;18362;;221574;;;221574;65026;156548;;156548
800162600;31/12/2016;2016;4304169;3773427;530742;37522;56638;744745;246015;;-479134;;;-479134;19763;-498897;;-498897
830116638;31/12/2016;2016;30539961;17339168;13200793;105977;6426400;2935737;220247;;3724386;1015072;1384553;3354905;1534957;1819948;;1819948
900343901;31/12/2016;2016;6099544;4350570;1748974;24005;524566;282811;59027;;906575;;204133;702442;-19703;722145;;722145
828000810;31/12/2016;2016;8164619;7166814;997805;47236;535019;118710;701;0;390611;3208;168556;225263;82882;142381;0;142381
828000629;31/12/2016;2016;1888930;1193072;695858;60550;484943;158213;1509;0;111743;3046;69913;44876;64003;-19127;0;-19127
830078185;31/12/2016;2016;3321709;1920294;1401415;124660;354744;732254;255330;;183747;;;183747;62474;121273;;121273
830072915;31/12/2016;2016;24436965;17276912;7160053;0;507926;2878269;0;0;3773858;60852;1160052;2674658;1138291;1536367;0;1536367
900480609;31/12/2016;2016;18405271;12503050;5902221;202725;1288160;2791002;495214;0;1530570;0;613003;917567;360063;557504;0;557504
890401617;31/12/2016;2016;20574325;3121564;17452761;342191;1102468;13342411;1453691;0;1896382;0;1244157;652225;308057;344168;0;344168
900299685;31/12/2016;2016;4988202;1026460;3961742;96324;123359;2398252;94173;;1442282;99625;542895;999012;318212;680800;;680800
830054833;31/12/2016;2016;3281532;508041;2773491;124266;2207468;7193;605133;;77963;;;77963;41276;36687;;36687
800058709;31/12/2016;2016;12123934;9555357;2568577;26655;562594;1026315;82617;;923706;198830;26434;1096102;422811;673291;;673291
800228515;31/12/2016;2016;2636227;1625531;1010696;43037;204504;374065;72137;20043;423070;;251435;171635;94715;76920;;76920
860033442;31/12/2016;2016;5477569;2290343;3187226;1072696;;1640709;623151;;1996062;;;1996062;241226;1754836;;1754836
805013102;31/12/2016;2016;3125871;1631927;1493944;60945;646831;658010;122398;;127650;;;127650;51302;76348;;76348
800128601;31/12/2016;2016;10947790;9113846;1833944;383490;325123;1091603;104049;;696659;1020;15339;682340;359515;322825;;322825
900383375;31/12/2016;2016;297299;;297299;64604;;261055;7356;;93492;;5132;88360;35383;52977;;52977
860501528;31/12/2016;2016;7182594;6760320;422274;1109398;114093;335097;992772;0;89710;0;0;89710;-94872;184582;0;184582
900383665;31/12/2016;2016;634421;;634421;20457;;500096;2428;;152354;;1739;150615;50957;99658;;99658
900673711;31/12/2016;2016;6846585;;6846585;4411;;2874147;;;3976849;82578;2037955;2021472;536365;1485107;0;1485107
900540827;31/12/2016;2016;0;0;0;580788;0;1887;724;;578177;;;578177;1383;576794;;576794
830119211;31/12/2016;2016;4273695;3090885;1182810;48747;242852;665478;66719;0;256508;0;47028;209480;129999;79481;;79481
890304903;31/12/2016;2016;2477169;0;2477169;9107;0;2185950;;;300326;;61167;239159;;239159;;239159
830051015;31/12/2016;2016;2016934;511349;1505585;301154;0;1127954;289108;;389677;48380;33554;404503;137531;266972;;266972
816003231;31/12/2016;2016;2316881;1796210;520671;25637;306351;180987;34133;;24837;;;24837;10282;14555;;14555
800120048;31/12/2016;2016;1541775;1231172;310603;2128;;269657;2872;;40202;;;40202;;40202;;40202
900257206;31/12/2016;2016;4295517;2496788;1798729;17961;0;182024;1282;0;1633384;0;1488670;144714;23124;121590;0;121590
805029905;31/12/2016;2016;18470813;13283803;5187010;81354;863167;983721;1960269;0;1461207;0;0;1461207;32165;1429042;;1429042
800195603;31/12/2016;2016;4185626;2210985;1974641;226507;899160;1098682;138010;;65296;;250060;-184764;-24746;-160018;0;-160018
800087710;31/12/2016;2016;403136;;403136;16718;;778424;2344691;;-2703261;969;123889;-2826181;67113;-2893294;;-2893294
800091140;31/12/2016;2016;17142320;10817432;6324888;681528;0;4003473;1569996;0;1432947;267349;2062;1698234;939115;759119;0;759119
900064113;31/12/2016;2016;2550804;1491568;1059236;0;3797;1551967;112730;0;-609258;0;0;-609258;0;-609258;0;-609258
900411780;31/12/2016;2016;323793;57632;266161;52256;11290;37070;29260;;240797;;28425;212372;33475;178897;;178897
800188669;31/12/2016;2016;19853;0;19853;1657915;0;17129;0;0;1660639;29720;;1690359;11031;1679328;0;1679328
900195813;31/12/2016;2016;1840696;1069636;771060;20058;0;296471;300804;0;193843;0;152726;41117;12200;28917;0;28917
830067802;31/12/2016;2016;5714080;3723444;1990636;27357;919306;584448;185064;0;329175;0;0;329175;147468;181707;0;181707
890911850;31/12/2016;2016;13671505;8715485;4956020;79909;764218;1576074;20516;-1345;2673776;790352;55127;3409001;1327102;2081899;;2081899
817004822;31/12/2016;2016;239995;55570;184425;0;0;187274;12289;0;-15138;25174;0;10036;0;10036;0;10036
890908884;31/12/2016;2016;19472732;11895752;7576980;1418;4712998;712189;5492;;2147719;1371;390133;1758957;739961;1018996;;1018996
800182612;31/12/2016;2016;2481122;1648278;832844;6126;;483105;;;355865;23521;64687;314699;;314699;-111629;203070
891411023;31/12/2016;2016;13110444;11383962;1726482;115673;;427411;;;1414744;0;563477;851267;289526;561741;;561741
900022256;31/12/2016;2016;10333880;9305308;1028572;489034;;627696;781947;;107963;;;107963;;107963;;107963
900079139;31/12/2016;2016;3050648;2295354;755294;0;;330696;12253;;412345;;;412345;103086;309259;;309259
822007442;31/12/2016;2016;2666886;1722032;944854;0;0;115476;733652;0;95726;57760;79795;73691;49023;24668;0;24668
900256204;31/12/2016;2016;4576552;2183890;2392662;0;0;109518;1998494;0;284650;33324;228854;89120;77630;11490;0;11490
900439301;31/12/2016;2016;81882903;33962803;47920100;360234;49636391;;597312;;-1953369;3547546;3988916;-2394739;-288521;-2106218;;-2106218
860522062;31/12/2016;2016;264657;0;264657;484;71295;151918;0;0;41928;0;16813;25115;9821;15294;0;15294
900624814;31/12/2016;2016;179717;0;179717;0;0;162870;1295;0;15552;0;15064;488;0;488;0;488
900199721;31/12/2016;2016;2645714;2396007;249707;98001;;224512;;;123196;;82020;41176;14815;26361;;26361
800116562;31/12/2016;2016;23081225;4080877;19000348;53975;0;17555812;19632;0;1478879;203501;321660;1360720;594582;766138;0;766138
890901264;31/12/2016;2016;172782492;149932961;22849531;3368744;8729173;5663503;2610839;0;9214760;993337;2976174;7231923;3229052;4002871;0;4002871
900489104;31/12/2016;2016;4211130;23571;4187559;69309;;2904097;54664;;1298107;24782;2790;1320099;502351;817748;;817748
800192909;31/12/2016;2016;831566;0;831566;132619;0;473112;0;709124;1200197;9692;114155;1095734;163715;932019;0;932019
900341312;31/12/2016;2016;13841743;9444760;4396983;0;2097027;1323491;400118;0;576347;0;352743;223604;240237;-16633;0;-16633
890915881;31/12/2016;2016;1605721;1626745;-21024;23773;32720;165560;179100;;-374631;116;263091;-637606;17788;-655394;;-655394
900114323;31/12/2016;2016;2364728;1148077;1216651;3052;0;605406;22846;0;591451;0;144167;447284;180136;267148;0;267148
800194203;31/12/2016;2016;13729878;10572409;3157469;184896;1628283;1125488;8865;;579729;15689;302176;293242;88205;205037;;205037
800224617;31/12/2016;2016;8327492;6406743;1920749;41245;528976;1060002;;;373016;;179594;193422;81513;111909;;111909
812001214;31/12/2016;2016;2721823;;2721823;10733;874349;873128;492668;;492411;129384;;621795;358708;263087;;263087
890211614;31/12/2016;2016;24324490;18006522;6317968;1531213;12607;6159740;811008;0;865826;0;0;865826;609268;256558;0;256558
800155396;31/12/2016;2016;27009655;24613578;2396077;26287;340724;1419355;11793;-1684;648808;1940;83005;567743;240191;327552;;327552
800041106;31/12/2016;2016;2727400;563002;2164398;50776;1355698;762477;0;;96999;32223;12970;116252;42623;73629;;73629
860044960;31/12/2016;2016;1443514;799240;644274;105200;425180;37294;9193;;277807;6302;26939;257170;99243;157927;;157927
860512611;31/12/2016;2016;2589972;1251704;1338268;36152;378136;562409;0;0;433875;;188133;245742;105750;139992;0;139992
800188810;31/12/2016;2016;10790453;7514307;3276146;44;1924527;361406;3053;;987204;288218;1068940;206482;109008;97474;;97474
900621502;31/12/2016;2016;5813658;3022176;2791482;75497;286118;1800517;588467;0;191877;24091;85061;130907;51172;79735;0;79735
830124802;31/12/2016;2016;11197850;10689045;508805;273;;402248;;;106830;175637;142982;139485;66595;72890;;72890
891902138;31/12/2016;2016;12148623;5662280;6486343;270843;4172443;893562;548570;;1142611;108589;3111801;-1860601;-439490;-1421111;;-1421111
891903760;31/12/2016;2016;5400;236;5164;655;;4997;59283;;-58461;;;-58461;1086;-59547;;-59547
830018821;31/12/2016;2016;4103490;;4103490;330070;;3719313;69033;;645214;13447;;658661;251515;407146;;407146
821002229;31/12/2016;2016;6000;;6000;1;;58307;1917;;-54223;4356;6903;-56770;;-56770;;-56770
900634624;31/12/2016;2016;9185177;8979627;205550;271717;178485;19839;235411;;43532;;;43532;21279;22253;;22253
830023404;31/12/2016;2016;17637670;10363761;7273909;99649;153498;5156480;17562;;2046018;91;177341;1868768;693144;1175624;0;1175624
802015379;31/12/2016;2016;4526398;4150456;375942;0;0;47767;;;328175;23951;20998;331128;112126;219002;;219002
890900010;31/12/2016;2016;1054369;753431;300938;0;91477;236694;0;0;-27233;126486;14866;84387;31499;52888;0;52888
900272711;31/12/2016;2016;940369;564871;375498;677228;0;430926;575180;0;46620;0;17241;29379;15598;13781;0;13781
900320511;31/12/2016;2016;8670695;7196148;1474547;26813;366910;726194;108387;;299869;28950;;328819;263013;65806;;65806
900014223;31/12/2016;2016;942100;914226;27874;626;;;28052;;448;0;;448;112;336;;336
900360649;31/12/2016;2016;12433188;4301106;8132082;109720;1619353;4153300;172973;0;2296176;0;0;2296176;330035;1966141;0;1966141
811024041;31/12/2016;2016;3541931;3022932;518999;88973;;392893;;;215079;;;215079;;215079;;215079
900197709;31/12/2016;2016;6641767;6455041;186726;115358;201560;;;69669;170193;302;5599;164896;59105;105791;;105791
830047455;31/12/2016;2016;9835491;1918369;7917122;0;2145664;3548105;967491;0;1255862;0;0;1255862;0;1255862;0;1255862
813002802;31/12/2016;2016;17714663;11609218;6105445;0;3446109;862479;129968;38670;1705559;129615;23421;1811753;708627;1103126;0;1103126
900226205;31/12/2016;2016;11096541;7136493;3960048;145413;1708700;713620;233548;0;1449593;84674;692423;841844;362034;479810;0;479810
900401005;31/12/2016;2016;3841784;423054;3418730;24408;764044;1316633;;;1362461;;48645;1313816;485295;828521;;828521
860074520;31/12/2016;2016;8891111;5604126;3286985;323889;954505;2008076;53899;0;594394;121636;156674;559356;286079;273277;0;273277
900421337;31/12/2016;2016;15689778;10152902;5536876;194638;2807168;1085583;29607;0;1809156;606892;1851670;564378;213811;350567;0;350567
900194463;31/12/2016;2016;2046268;961748;1084520;9276;0;506367;791;;586638;197751;66087;718302;140406;577896;;577896
860350711;31/12/2016;2016;13214380;6216204;6998176;0;2084749;2995701;739283;0;1178443;1051719;1010764;1219398;500140;719258;;719258
900736824;31/12/2016;2016;21769494;21019815;749679;1639679;;;1796026;;593332;120732;;714064;970694;-256630;;-256630
900477191;31/12/2016;2016;17981422;12931281;5050141;3039822;703364;6296737;1986;;1087876;81794;195305;974365;494961;479404;;479404
800250778;31/12/2016;2016;5320730;4220642;1100088;212653;301304;596346;173514;;241577;;;241577;70009;171568;;171568
805012610;31/12/2016;2016;60683847;0;60683847;1188645;0;44747300;1017896;0;16107296;0;0;16107296;7435986;8671310;0;8671310
860528099;31/12/2016;2016;216000;;216000;496275;;206761;9093;;496421;;;496421;51812;444609;;444609
900362803;31/12/2016;2016;184000;6594;177406;2;0;73076;62520;0;41812;291;966;41137;12461;28676;0;28676
900916571;31/12/2016;2016;0;;0;0;;;16528;;-16528;;;-16528;;-16528;;-16528
890936008;31/12/2016;2016;582952;;582952;0;;419835;;;163117;20231;240570;-57222;54335;-111557;;-111557
830060677;31/12/2016;2016;4197643;2428768;1768875;272444;;1561990;32404;;446925;53734;;500659;152476;348183;;348183
805018528;31/12/2016;2016-jul-01 / 2016-oct-31;4945426;0;4945426;9029;0;204397;58676;0;4691382;0;0;4691382;1885511;2805871;0;2805871
805018528;31/12/2016;2016-nov-01 / 2016-dic-31;1787876;0;1787876;3998;0;263349;25383;0;1503142;0;0;1503142;542149;960993;0;960993
900225906;31/12/2016;2016;5062159;2779364;2282795;238725;1390140;730718;0;0;400662;0;291072;109590;46728;62862;0;62862
900586941;31/12/2016;2016;5874285;;5874285;613591;;3859799;146988;;2481089;;;2481089;946916;1534173;;1534173
900485603;31/12/2016;2016;1613812;3100138;-1486326;5366;;105753;17768;;-1604481;7792940;7940344;-1751885;258424;-2010309;;-2010309
900462686;31/12/2016;2016;1673488;1103272;570216;855007;13428;361342;733107;;317346;9945;211376;115915;24026;91889;;91889
800055803;31/12/2016;2016;6649597;2912856;3736741;78942;2824505;56506;10660;0;924012;16281;64740;875553;335785;539768;;539768
900518819;31/12/2016;2016;6992703;1237727;5754976;401583;4072826;1498308;186909;0;398516;716750;684177;431089;246958;184131;0;184131
890705085;31/12/2016;2016;34597089;25188869;9408220;2249673;1730160;4515165;504617;-112721;4795230;;3039789;1755441;;1755441;;1755441
800060288;31/12/2016;2016;69526486;49271832;20254654;3205874;1842794;10598490;594025;-982105;9443114;;2632203;6810911;1300000;5510911;;5510911
900213428;31/12/2016;2015-dic-31 / 2016-dic-31;6427093;3432059;2995034;42152;;1514086;10400;;1512700;121;46222;1466599;581874;884725;;884725
900213428;31/12/2016;2016;11948476;5866283;6082193;58679;;1409165;88938;;4642769;41083;43943;4639909;626561;4013348;;4013348
830035404;31/12/2016;2016;3310401;;3310401;1225131;;4260420;66191;;208921;;845;208076;104223;103853;;103853
900150907;31/12/2016;2016;0;0;0;1637;0;1626;0;0;11;0;0;11;11;0;0;0
804016596;31/12/2016;2016;3225826;2470292;755534;2481;0;447209;48694;0;262112;22762;14200;270674;142418;128256;;128256
800051708;31/12/2016;2016;4687734;4624538;63196;924977;916492;1433751;803757;0;-2165827;700712;106287;-1571402;-624608;-946794;;-946794
900448438;31/12/2016;2016;4440006;5441673;-1001667;46508;;148625;159583;;-1263367;;;-1263367;46984;-1310351;;-1310351
830014795;31/12/2016;2016;20857807;16477527;4380280;511515;2293549;1603250;0;0;994996;0;1649702;-654706;168498;-823204;0;-823204
830134740;31/12/2016;2016;16800;;16800;690150;;130093;21066;;555791;;;555791;100992;454799;;454799
890904603;31/12/2016;2016;10529727;8280340;2249387;1576848;;1711849;385023;;1729363;;323960;1405403;633401;772002;;772002
890926210;31/12/2016;2016;3374017;1658283;1715734;32676;1134220;680142;7817;0;-73769;66550;44333;-51552;30657;-82209;0;-82209
891401416;31/12/2016;2016;36905769;31326266;5579503;302446;1344921;1776566;1354194;;1406268;;;1406268;586001;820267;;820267
830126327;31/12/2016;2016;51221745;39155808;12065937;776378;5680087;3448145;730056;;2984027;;1326;2982701;1253502;1729199;;1729199
800151127;31/12/2016;2016;7460554;5734722;1725832;64189;787709;449317;10423;0;542572;65479;158170;449881;155717;294164;0;294164
800243613;31/12/2016;2016;48655957;40873670;7782287;70444;3768145;1459107;24480;0;2600999;0;1574934;1026065;302310;723755;;723755
900050248;31/12/2016;2016;4273301;3865290;408011;66503;;246234;;;228280;;56154;172126;43032;129094;;129094
860515754;31/12/2016;2016;2229114;1002073;1227041;9467;468735;530019;0;0;237754;0;115487;122267;;122267;;122267
890303013;31/12/2016;2016;2832949;2149538;683411;4494;288499;209428;;;189978;;59066;130912;48173;82739;;82739
900190210;31/12/2016;2016;0;0;0;33162;;7410;;;25752;;25705;47;61706;-61659;;-61659
890904005;31/12/2016;2016;14403488;11528287;2875201;569052;637642;970542;1262979;;573090;17449;316865;273674;105036;168638;;168638
900316710;31/12/2016;2016;0;;0;612;;49907;;;-49295;42543;;-6752;1561;-8313;;-8313
830144001;31/12/2016;2016;4888827;3775396;1113431;24260;0;818860;1920;0;316911;0;0;316911;131061;185850;0;185850
860506831;31/12/2016;2016;48577244;24546806;24030438;4297936;10735356;5259827;5468143;0;6865048;96380;169353;6792075;2632996;4159079;0;4159079
800145006;31/12/2016;2016;26486797;;26486797;5116;25149114;727080;;;615719;2006;328957;288768;129760;159008;;159008
811035732;31/12/2016;2016;4773591;3236;4770355;111539;4914143;178277;5274569;;-5485095;2643;1630159;-7112611;-136501;-6976110;;-6976110
890920101;31/12/2016;2016;5021571;2200780;2820791;22567;0;2487063;13275;0;343020;164;36246;306938;73899;233039;0;233039
800141509;31/12/2016;2016;1659951;366678;1293273;0;0;1133126;11784;0;148363;0;63695;84668;28787;55881;0;55881
830061302;31/12/2016;2016;0;;0;623703;;96773;;;526930;;31049;495881;168497;327384;;327384
800002303;31/12/2016;2016;2552824;1934899;617925;6205;306489;220545;3378;;93718;19179;64849;48048;22715;25333;;25333
900578810;31/12/2016;2016;1167527;0;1167527;3;0;35957;21355;;1110218;91621;1032;1200807;25840;1174967;;1174967
900578408;31/12/2016;2016;3741404;0;3741404;220063;0;3144527;81256;0;735684;0;0;735684;251865;483819;;483819
900060801;31/12/2016;2016;3406945;2705191;701754;106408;389104;947244;;;-528186;2745204;2379800;-162782;-159900;-2882;;-2882
802017424;31/12/2016;2016;9604769;6626082;2978687;48470;563285;1007437;242761;;1213674;31;368675;845030;303268;541762;;541762
