Nit;Fecha Corte;Duracion;Ingresos de actividades ordinarias;Costo de ventas;Ganancia bruta;Otros ingresos;Gastos de ventas;Gastos de administración;Otros gastos;Otras ganancias (pérdidas);Ganancia (pérdida) por actividades de operación;Ingresos financieros;Costos financieros;Ganancia (pérdida), antes de impuestos;Ingreso (gasto) por impuestos;Ganancia (pérdida) procedente de operaciones continuadas;Ganancia (pérdida) procedente de operaciones discontinuadas;Ganancia (pérdida)
900087656;31/12/2016;2016;18548838;16349171;2199667;183380;0;409957;118013;0;1855077;380045;662139;1572983;711991;860992;0;860992
860004662;31/12/2016;2016;3580174;;3580174;30157;2357212;622367;344764;;285988;;;285988;164445;121543;;121543
900540759;31/12/2016;2016;0;0;0;577449;0;1688;0;0;575761;;0;575761;181;575580;0;575580
900529858;31/12/2016;2016;4197102;;4197102;20187;1463;1717537;;;2498289;;2172913;325376;235635;89741;;89741
900493362;31/12/2016;2016;1875389;;1875389;38010;381873;65665;772223;;693638;;;693638;260112;433526;;433526
800164351;31/12/2016;2016;41996348;33679489;8316859;1771928;1955670;2792321;1934734;0;3406062;0;0;3406062;760667;2645395;;2645395
900047660;31/12/2016;2016;2077470;526791;1550679;0;0;863438;0;0;687241;47864;92150;642955;239051;403904;0;403904
811033374;31/12/2016;2016;17706917;14612965;3093952;584823;1776359;902697;121093;0;878626;4852;430988;452490;114998;337492;-33211;304281
800247256;31/12/2016;2016;12840;;12840;3;;12650;3643;;-3450;;;-3450;;-3450;;-3450
890003167;31/12/2016;2016;1122663;694530;428133;996408;523294;451655;19773;;429819;38509;56869;411459;0;411459;-125636;285823
900576800;31/12/2016;2016;351971;;351971;0;;170387;972;;180612;104779;;285391;18292;267099;;267099
832009656;31/12/2016;2016;363664;0;363664;88102;0;254897;112;0;196757;123213;234798;85172;0;85172;-43642;41530
800036354;31/12/2016;2016;4253372;3427851;825521;9053;103678;493934;48700;;188262;;;188262;83520;104742;;104742
890401881;31/12/2016;2016;6882394;;6882394;605448;5334951;1706487;100244;;346160;143849;146684;343325;131102;212223;;212223
800178459;31/12/2016;2016;4861138;3354528;1506610;0;;598861;430446;;477303;;27250;450053;332739;117314;;117314
890114349;31/12/2016;2016;511072;0;511072;0;0;210077;2878;0;298117;190362;1457;487022;30580;456442;;456442
811021357;31/12/2016;2016;1872886;1445105;427781;7582;199882;182783;;;52698;51699;195866;-91469;12080;-103549;;-103549
830075451;31/12/2016;2016;54306595;40672607;13633988;91739;6720489;2153038;1430384;;3421816;;;3421816;1629359;1792457;;1792457
804002957;31/12/2016;2016;2388534;1538584;849950;19483;609827;159887;100306;;-587;;;-587;3437;-4024;;-4024
800184385;31/12/2016;2016;6193329;2567043;3626286;1556;307868;2939826;;;380148;;226234;153914;119159;34755;;34755
860069559;31/12/2016;2016;7292401;4473534;2818867;116393;989453;999807;;;946000;145;220558;725587;243653;481934;;481934
800232360;31/12/2016;2016;3526728;2038448;1488280;16571;97023;582331;321422;;504075;;;504075;184881;319194;;319194
802024064;31/12/2016;2016;1039277;233840;805437;39093;26068;499111;;;319351;;176110;143241;50764;92477;;92477
830071983;31/12/2016;2016;24639770;;24639770;742329;;23778466;810070;;793563;9291;703786;99068;69834;29234;;29234
900050956;31/12/2016;2016;3464434;553733;2910701;2953;;1165047;35098;;1713509;4677;675469;1042717;242063;800654;;800654
900230059;31/12/2016;2016;628773;521214;107559;41275;0;192435;68652;0;-112253;0;0;-112253;0;-112253;0;-112253
900040035;31/12/2016;2016;536889;0;536889;0;0;433241;0;0;103648;277571;173379;207840;76604;131236;0;131236
900417844;31/12/2016;2016;3449338;1950529;1498809;264883;0;705847;0;0;1057845;0;931371;126474;50025;76449;;76449
811010568;31/12/2016;2016;9402218;5812405;3589813;235825;197465;2107901;51985;0;1468287;29763;1071382;426668;756390;-329722;0;-329722
800208058;31/12/2016;2016;6028114;3117489;2910625;74902;352601;1275324;57411;;1300191;4356;249850;1054697;426868;627829;;627829
800109259;31/12/2016;2016;1681001;958740;722261;0;0;710073;0;0;12188;14780;495434;-468466;57168;-525634;0;-525634
900399889;31/12/2016;2016;0;;0;2681;;1484;342;;855;;;855;;855;;855
830042755;31/12/2016;2016;1083919;611048;472871;64050;28422;375562;;;132937;17027;67273;82691;22874;59817;;59817
900473156;31/12/2016;2016;15285654;3714279;11571375;39917;10192913;29691;226026;;1162662;412;33657;1129417;376439;752978;;752978
802009545;31/12/2016;2016;6425869;4734348;1691521;102284;1053327;859045;85870;;-204437;;277911;-482348;-331085;-151263;;-151263
890501357;31/12/2016;2016;2089231;;2089231;221573;402751;2047801;;416975;277227;140885;97049;321063;26348;294715;;294715
900106798;31/12/2016;2016;21655343;15148867;6506476;209674;1845094;1198813;87390;0;3584853;1338714;2541614;2381953;1025123;1356830;0;1356830
890328444;31/12/2016;2016;31268800;13105674;18163126;558063;11686442;5607621;414301;;1012825;113063;;1125888;393795;732093;;732093
890312260;31/12/2016;2016;137004;0;137004;257881;135366;159930;0;0;99589;146138;0;245727;36161;209566;0;209566
900592758;31/12/2016;2016;52221145;45149234;7071911;156944;0;3242376;27467;0;3959012;0;356568;3602444;1001119;2601325;0;2601325
900192256;31/12/2016;2016;125440;72149;53291;500119;0;664933;0;0;-111523;2135;92865;-202253;-17579;-184674;0;-184674
800158956;31/12/2016;2016;2194864;;2194864;4812;;1605400;23850;;570426;20452;21450;569428;243534;325894;;325894
860001858;31/12/2016;2016;1796120;;1796120;205864;589810;1879548;12261;;-479635;301811;43313;-221137;80958;-302095;;-302095
900428753;31/12/2016;2016;6014753;4881418;1133335;0;186709;572637;781;0;373208;90;244511;128787;43336;85451;0;85451
800106051;31/12/2016;2016;7126278;3920612;3205666;149357;871358;1077114;840433;;566118;;;566118;192480;373638;;373638
811026191;31/12/2016;2016;53248470;47881439;5367031;438437;;2637580;240451;;2927437;59225;1010793;1975869;1124106;851763;;851763
900533759;31/12/2016;2016;0;0;0;140066;0;169395;;0;-29329;;720;-30049;123432;-153481;;-153481
900504259;31/12/2016;2016;542284;;542284;256162;66080;239295;32509;;460562;29013;40068;449507;40021;409486;;409486
860508064;31/12/2016;2016;31816493;27914668;3901825;181453;1673604;1107069;215550;;1087055;;;1087055;501762;585293;;585293
900144157;31/12/2016;2016;5083913;3708951;1374962;3298579;556269;1440131;393000;;2284141;;;2284141;31346;2252795;;2252795
830100056;31/12/2016;2016;2873774;;2873774;18784;0;2407710;355694;;129154;4;20017;109141;49800;59341;;59341
900515153;31/12/2016;2016;24982412;12188941;12793471;8221953;29857069;6245838;323621;;-15411104;;1390426;-16801530;;-16801530;;-16801530
830099423;31/12/2016;2016;8786855;4697457;4089398;18164;;2150087;105966;;1851509;;629512;1221997;;1221997;;1221997
802015664;31/12/2016;2016;53919075;49532692;4386383;13723;0;864391;1031;0;3534684;199507;384052;3350139;1359206;1990933;0;1990933
860091575;31/12/2016;2016;6899036;5112963;1786073;85082;0;903014;63428;0;904713;58478;23197;939994;332532;607462;0;607462
800251062;31/12/2016;2016;2325519;1367340;958179;0;0;540126;0;0;418053;0;19697;398356;140579;257777;0;257777
800153963;31/12/2016;2016;32860520;25839725;7020795;55056;4009253;166714;700894;0;2198990;0;854439;1344551;0;1344551;0;1344551
900221553;31/12/2016;2016;6148974;4969730;1179244;682397;172284;227810;382924;;1078623;875;307233;772265;300280;471985;;471985
800155875;31/12/2016;2016;18668136;15903512;2764624;64003;;1221742;94145;34346;1547086;21794;75328;1493552;579266;914286;;914286
830031182;31/12/2016;2016;12619592;5912001;6707591;20297;844571;3305460;57735;;2520122;83344;113195;2490271;965794;1524477;;1524477
800241259;31/12/2016;2016;1521212;0;1521212;97679;0;1411534;514603;0;-307246;248241;76506;-135511;88064;-223575;0;-223575
830107855;31/12/2016;2016;14045210;7111472;6933738;672070;756401;3297826;;;3551581;;2538429;1013152;16428;996724;;996724
800097956;31/12/2016;2016;19767218;10584449;9182769;2450913;6939280;1084965;348774;;3260663;;2397681;862982;1192054;-329072;;-329072
900047469;31/12/2016;2016;925483;307668;617815;34320;67520;320971;146200;;117444;;130148;-12704;9839;-22543;;-22543
900237256;31/12/2016;2016;8341071;6287505;2053566;202546;547569;1036233;56191;0;616119;32759;444753;204125;91984;112141;0;112141
860501866;31/12/2016;2016;4599520;3731149;868371;962801;503429;248864;;;1078879;31729;660999;449609;62406;387203;;387203
900561064;31/12/2016;2016;1329596;;1329596;110752;;156651;123871;1414425;2574251;;5910;2568341;278309;2290032;;2290032
832001168;31/12/2016;2016;32089912;25430265;6659647;75376;2987055;1931986;10049;;1805933;12336;262078;1556191;597712;958479;;958479
900379360;31/12/2016;2016;1349058;;1349058;5602;64540;696443;41901;;551776;;340691;211085;86877;124208;;124208
900371260;31/12/2016;2016;0;0;0;0;0;16183;4468957;0;-4485140;0;35;-4485175;-421834;-4063341;;-4063341
860002054;31/12/2016;2016;4106992;2372602;1734390;1642;764113;751852;480456;;-260389;11006;17094;-266477;72648;-339125;;-339125
900356757;31/12/2016;2016;0;;0;0;0;15295;6450000;0;-6465295;0;36;-6465331;-628027;-5837304;;-5837304
800115764;31/12/2016;2016;3232413;2688844;543569;120284;310284;213500;12071;;127998;12076;20428;119646;19364;100282;;100282
800054357;31/12/2016;2016;0;0;0;0;0;4752;240;0;-4992;0;0;-4992;9072;-14064;0;-14064
811022593;31/12/2016;2016;2952653;2472150;480503;195516;181780;149085;;;345154;;630418;-285264;;-285264;;-285264
805004586;31/12/2016;2016;6279184;4412298;1866886;68955;;877988;50998;;1006855;;184803;822052;352298;469754;;469754
800028455;31/12/2016;2016;10797941;2;10797939;267779;9327973;615515;683186;;439044;;259455;179589;;179589;;179589
900230554;31/12/2016;2016;116597;;116597;317465;2551;161466;;;270045;9328;8289;271084;91411;179673;;179673
900371156;31/12/2016;2016;0;0;0;0;0;12504;2014810;;-2027314;0;44;-2027358;-190125;-1837233;;-1837233
900152062;31/12/2016;2016;6263104;1584996;4678108;679124;;3112734;330611;;1913887;85620;243674;1755833;511374;1244459;;1244459
900191058;31/12/2016;2016;25135570;20254470;4881100;202342;4081767;500684;184619;;316372;;68308;248064;73196;174868;;174868
890316966;31/12/2016;2016;71400431;42311966;29088465;237334;;4224128;;;25101671;;1781430;23320241;2969021;20351220;;20351220
890900062;31/12/2016;2016;18130436;10462934;7667502;917772;5776989;1306767;508649;;992869;576705;1435576;133998;208764;-74766;;-74766
890304055;31/12/2016;2016;10257388;6562657;3694731;204708;1503120;1758832;214529;0;422958;44192;50550;416600;217848;198752;;198752
900469760;31/12/2016;2016;0;0;0;0;0;14469;2103111;0;-2117580;0;22;-2117602;-190368;-1927234;0;-1927234
860058146;31/12/2016;2016;3226592;1831390;1395202;82562;474728;546406;329975;0;126655;0;0;126655;47936;78719;0;78719
900298770;31/12/2016;2016;4928951;3426339;1502612;168888;500512;2100518;19906;;-949436;1441876;513822;-21382;38717;-60099;;-60099
900809365;31/12/2016;2016;271519;0;271519;0;0;213671;0;0;57848;0;44551;13297;5394;7903;0;7903
860524760;31/12/2016;2016;2287192;1579581;707611;269;0;617558;20889;0;69433;1145;5191;65387;17933;47454;0;47454
900092458;31/12/2016;2016;2803272;2072180;731092;59346;0;396860;26885;0;366693;1476;0;368169;149334;218835;0;218835
830096741;31/12/2016;2016;2959763;2040479;919284;10854;0;547542;45420;0;337176;4031;85698;255509;90290;165219;0;165219
800042867;31/12/2016;2016;17908868;13476184;4432684;234462;623046;1466602;393391;;2184107;;;2184107;822051;1362056;;1362056
830045565;31/12/2016;2016;230849;14058;216791;520250;;60136;92370;;584535;723762;1235970;72327;83231;-10904;;-10904
900320561;31/12/2016;2016;15728820;9774847;5953973;365361;2200288;956760;294413;;2867873;845989;2719269;994593;320029;674564;;674564
900401352;31/12/2016;2016;584000;;584000;0;;234913;;;349087;;158904;190183;93780;96403;;96403
860068250;31/12/2016;2016;457497;391422;66075;372166;;224537;105269;;108435;;;108435;38802;69633;;69633
900854758;31/12/2016;2016;5262584;3578766;1683818;2696;0;388276;42573;0;1255665;0;0;1255665;428390;827275;0;827275
800182856;31/12/2016;2016;2530407;347189;2183218;35009;170599;1705106;1337;;341185;9192;33583;316794;35228;281566;;281566
900156656;31/12/2016;2016;830807;;830807;0;0;687810;0;0;142997;194;3629;139562;46342;93220;;93220
811032981;31/12/2016;2016;829157;0;829157;264431;324724;1140242;112025;;-483403;0;102154;-585557;18541;-604098;;-604098
900196858;31/12/2016;2016;0;;0;0;;1630;1379;;-3009;;;-3009;;-3009;;-3009
890209751;31/12/2016;2016;3351799;3054171;297628;11951;101795;159211;29149;;19424;;31358;-11934;;-11934;;-11934
830064264;31/12/2016;2016;2496746;672244;1824502;73262;0;1339933;181647;0;376184;159364;46349;489199;180766;308433;0;308433
830501576;31/12/2016;2016;20250719;12780608;7470111;166448;3727384;2140644;1082345;;686186;;;686186;303613;382573;;382573
900209956;31/12/2016;2016;4145703;1290050;2855653;88017;458643;2897812;16398;657;-428526;525862;43319;54017;245314;-191297;;-191297
900682082;31/12/2016;2016;28114854;18694416;9420438;390349;7672844;233162;42479;;1862302;3069;3329;1862042;801886;1060156;0;1060156
830073166;31/12/2016;2016;2953471;1338484;1614987;81341;844056;497636;71671;;282965;;;282965;106167;176798;;176798
830091965;31/12/2016;2016;25455848;20343604;5112244;742224;562105;1132544;133959;0;4025860;0;0;4025860;1600943;2424917;0;2424917
900493962;31/12/2016;2016;8111527;6969421;1142106;7229;;894296;;;255039;;51856;203183;;203183;;203183
832004150;31/12/2016;2016;5651097;3965994;1685103;1866;115555;1042235;368076;0;161103;0;0;161103;56755;104348;;104348
900561761;31/12/2016;2016;169175642;145129275;24046367;738904;704544;10637022;243235;;13200470;5428398;9111902;9516966;4442855;5074111;;5074111
900353533;31/12/2016;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
830094751;31/12/2016;2016;64955554;19949758;45005796;1235421;36972876;3981147;263285;;5023909;294263;2464057;2854115;1910787;943328;;943328
900169770;31/12/2016;2016;2490697;69446;2421251;0;545972;1750872;43;;124364;;22250;102114;38202;63912;;63912
900456160;31/12/2016;2016;11882817;2138932;9743885;77475;4453975;3369618;212283;;1785484;19949;117206;1688227;367884;1320343;;1320343
860534060;31/12/2016;2016;707408;0;707408;657746;0;693624;;;671530;;3416;668114;22280;645834;0;645834
830090360;31/12/2016;2016;6463062;4091454;2371608;28483;1349592;1135462;3949;;-88912;;;-88912;;-88912;;-88912
900230560;31/12/2016;2016;0;0;0;0;0;284717;17558;0;-302275;423;3843;-305695;0;-305695;0;-305695
890912962;31/12/2016;2016;22466332;15795097;6671235;751078;3761007;2014547;101203;152548;1698104;8777;268469;1438412;163336;1275076;;1275076
900497859;31/12/2016;2016;0;0;0;0;0;16313;2796720;0;-2813033;0;17;-2813050;-250657;-2562393;0;-2562393
900389156;31/12/2016;2016;36333701;30595026;5738675;343432;2450719;1170837;385106;;2075445;626;530734;1545337;453496;1091841;;1091841
800140959;31/12/2016;2016;41317259;32911170;8406089;462072;0;3538447;935822;0;4393892;48064;1187077;3254879;1237403;2017476;;2017476
844002048;31/12/2016;2016;1058010;1536714;-478704;1001959;;632214;361363;;-470322;;;-470322;-133799;-336523;;-336523
830068852;31/12/2016;2016;7002806;4140247;2862559;766163;1106954;1173822;308048;;1039898;;;1039898;426761;613137;;613137
890918159;31/12/2016;2016;8966527;7556430;1410097;291138;140316;956227;57857;;546835;30861;757033;-179337;;-179337;;-179337
800031865;31/12/2016;2016;3237981;2103999;1133982;305222;;534019;25006;;880179;;;880179;223074;657105;;657105
800140931;31/12/2016;2016;8076535;6850020;1226515;69904;883457;425122;77577;5187;-84550;502679;317033;101096;5812;95284;0;95284
900374167;31/12/2016;2016;709191;6044;703147;20542;;652271;5257;;66161;61729;;127890;43878;84012;;84012
900426985;31/12/2016;2016;2015524;621321;1394203;0;1121366;0;0;0;272837;42769;282034;33572;19954;13618;0;13618
900451058;31/12/2016;2016;2890852;50942;2839910;74600;2212836;124952;0;0;576722;0;177336;399386;190579;208807;0;208807
800150259;31/12/2016;2016;423432;;423432;0;;13191;12616;;397625;232;3568;394289;6621;387668;;387668
860505864;31/12/2016;2016;412950;0;412950;166;0;309821;14946;0;88349;0;1427;86922;35110;51812;0;51812
800208659;31/12/2016;2016;4920881;6298843;-1377962;519497;;1200495;151509;;-2210469;;141207;-2351676;105599;-2457275;;-2457275
900703155;31/12/2016;2016;0;;0;0;;38691;446;;-39137;;;-39137;;-39137;;-39137
900384679;31/12/2016;2016;782352;369136;413216;0;0;477066;0;0;-63850;380539;268276;48413;16460;31953;0;31953
830064759;31/12/2016;2016;5908598;4352518;1556080;2;;997026;;;559056;;45303;513753;200381;313372;;313372
900428557;31/12/2016;2016;446554;;446554;337157;;5357;302;;778052;71989;12261;837780;67532;770248;;770248
900738763;31/12/2016;2016;8979001;6828261;2150740;520422;1254400;1042029;125310;;249423;1932;167617;83738;39841;43897;;43897
830007339;31/12/2016;2016;1357846;860325;497521;55800;53260;714859;57139;;-271937;8269;41679;-305347;;-305347;;-305347
830136162;31/12/2016;2016;61466404;52058585;9407819;667976;843061;5356058;1198104;0;2678572;;;2678572;1177688;1500884;0;1500884
900430458;31/12/2016;2016;7100542;5113973;1986569;0;1057306;553881;30059;;345323;32773;153538;224558;18991;205567;;205567
806013058;31/12/2016;2016;8776933;6944738;1832195;212055;342548;915181;27263;;759258;309;560096;199471;65989;133482;;133482
805010752;31/12/2016;2016;25864961;22737901;3127060;541952;2212503;551032;686540;;218937;;;218937;205776;13161;;13161
890902704;31/12/2016;2016;11288361;6639029;4649332;2584438;206359;1352710;889526;-1929231;2855944;294803;303729;2847018;1027662;1819356;0;1819356
822004453;31/12/2016;2016;11580551;7163578;4416973;27694;;1763718;1979542;;701407;;;701407;238478;462929;;462929
830044858;31/12/2016;2016;17228482;10753502;6474980;452701;360404;2245665;284631;0;4036981;567638;0;4604619;2088944;2515675;0;2515675
830040574;31/12/2016;2016;21519540;14744529;6775011;150624;1709416;2139803;867121;;2209295;;;2209295;1151081;1058214;;1058214
890900160;31/12/2016;2016;43786417;35812641;7973776;324231;5349982;1311474;435576;;1200975;;604356;596619;229878;366741;;366741
800122856;31/12/2016;2016;4385049;1850729;2534320;123291;1019805;1189373;3129;;445304;614264;970057;89511;36654;52857;;52857
900616674;31/12/2016;2016;185309;;185309;3227;;155984;71471;;-38919;6650;15885;-48154;537;-48691;;-48691
900480579;31/12/2016;2016;2620427;;2620427;8344;0;542406;1014051;-147594;924720;0;0;924720;295224;629496;;629496
800041356;31/12/2016;2016;2014192;789126;1225066;64529;0;200314;19634;0;1069647;304605;7861;1366391;64560;1301831;;1301831
900712377;31/12/2016;2016;1890656;1617285;273371;23392;;128496;62736;30620;136151;116;1910;134357;45814;88543;;88543
860069859;31/12/2016;2016;2197597;949930;1247667;18454;;886550;178890;;200681;;;200681;78262;122419;;122419
900219056;31/12/2016;2016;115595;;115595;44628;;108058;79814;;-27649;;;-27649;16817;-44466;;-44466
860059470;31/12/2016;2016;2161073;1307137;853936;93039;224295;547035;115279;;60366;;;60366;25517;34849;;34849
800065887;31/12/2016;2016;7408730;5993551;1415179;22967;;1327046;23938;;87162;378725;153817;312070;117550;194520;;194520
811000967;31/12/2016;2016;12058963;5721789;6337174;265394;3085717;989932;258612;;2268307;23931;729184;1563054;584021;979033;;979033
900115560;31/12/2016;2016;0;;0;17624;;;3567;;14057;;;14057;7513;6544;;6544
860047163;31/12/2016;2016;27791828;11401618;16390210;0;4714497;5444050;917497;0;5314166;491648;79640;5726174;2258500;3467674;0;3467674
830003668;31/12/2016;2016;3778241;3118345;659896;60108;99114;303992;135312;17859;199445;0;;199445;71128;128317;;128317
830069306;31/12/2016;2016;16966155;13532428;3433727;143673;739133;1873149;0;4829;969947;25439;746723;248663;;248663;;248663
900541482;31/12/2016;2016;24221934;11574167;12647767;106233;1125476;1328197;;;10300327;169913;459538;10010702;3394635;6616067;;6616067
900078057;31/12/2016;2016;1844581;254016;1590565;59255;;1187201;111573;;351046;;79616;271430;;271430;;271430
900011457;31/12/2016;2016;738400;;738400;3961;;492190;681;;249490;3535;6457;246568;90537;156031;;156031
900443255;31/12/2016;2016;659262;0;659262;72189;0;531785;244424;0;-44758;0;0;-44758;21317;-66075;0;-66075
890922569;31/12/2016;2016;31350415;27056177;4294238;56469;1466475;1451235;112603;-265860;1054534;1322107;1274118;1102523;608918;493605;;493605
860042169;31/12/2016;2016;441349;;441349;40413;;277724;;;204038;0;81610;122428;43316;79112;;79112
800242657;31/12/2016;2016;3291907;570766;2721141;62974;2336970;;188258;;258887;;;258887;123825;135062;;135062
805017576;31/12/2016;2016;21692144;19242376;2449768;84374;1109219;1220037;9953;;194933;33085;258701;-30683;53965;-84648;;-84648
891201165;31/12/2016;2016;28585337;24624865;3960472;278598;2689768;587857;136134;;825311;337465;604806;557970;282098;275872;;275872
900327256;31/12/2016;2016;23157035;13491532;9665503;81882;448333;7683401;147218;;1468433;343599;1359150;452882;392749;60133;;60133
890310761;31/12/2016;2016;5190049;3699444;1490605;61763;221953;941701;286070;;102644;201925;;304569;159803;144766;;144766
814001965;31/12/2016;2016;6921048;5707812;1213236;160328;945417;192191;136537;;99419;27322;;126741;52295;74446;;74446
900525975;31/12/2016;2016;546141;0;546141;21297;0;571388;58787;0;-62737;6348;0;-56389;31042;-87431;0;-87431
800141159;31/12/2016;2016;3530142;2277275;1252867;97133;;1176641;6600;;166759;4150;40744;130165;58889;71276;;71276
900404984;31/12/2016;2016;1354306;0;1354306;69875;0;457780;2639;0;963762;3909;521307;446364;165462;280902;0;280902
900174560;31/12/2016;2016;27594478;24670218;2924260;76010;444210;669686;479856;;1406518;;;1406518;2191178;-784660;;-784660
830093663;31/12/2016;2016;18785128;8179821;10605307;53206;295326;8771481;23532;;1568174;70384;226735;1411823;537704;874119;;874119
800183064;31/12/2016;2016;1660627;83850;1576777;0;25104;1030201;0;0;521472;0;208644;312828;114292;198536;0;198536
860047056;31/12/2016;2016;803903;;803903;95189;26226;556015;999;184921;500773;44653;77520;467906;;467906;-65748;402158
805005156;31/12/2016;2016;1466413;907386;559027;123922;1480;480523;1030;;199916;626;77153;123389;43021;80368;;80368
900497857;31/12/2016;2016;10770655;8136679;2633976;80039;;2183203;114635;;416177;7985;;424162;181981;242181;;242181
805009996;31/12/2016;2016;9227530;7866195;1361335;129149;352365;793131;35562;;309426;15710;98378;226758;64887;161871;;161871
800196263;31/12/2016;2016;41526342;31988011;9538331;0;2648360;1790775;0;0;5099196;969719;2364344;3704571;1316035;2388536;0;2388536
890913356;31/12/2016;2016;10258499;8627902;1630597;191375;;574173;111663;;1136136;;336963;799173;295801;503372;;503372
800052161;31/12/2016;2016;86876234;83839191;3037043;6564652;;2089115;2549345;;4963235;469124;1235631;4196728;1174874;3021854;;3021854
900682561;31/12/2016;2016;164135425;135628534;28506891;20829364;0;4763215;1206845;0;43366195;0;19417441;23948754;9050884;14897870;2572694;17470564
890315159;31/12/2016;2016;669783;;669783;163925;;860043;7210;;-33545;80850;163218;-115913;-389284;273371;-46570;226801
830500960;31/12/2016;2016;43769193;37225854;6543339;789054;2831347;1480709;441154;;2579183;51407;88200;2542390;819664;1722726;;1722726
900393557;31/12/2016;2016;0;;0;0;;0;0;;0;;;0;;0;;0
830106169;31/12/2016;2016;5301716;4281971;1019745;746;358;1279292;518028;247500;-529687;0;0;-529687;2574;-532261;;-532261
900530899;31/12/2016;2016;3281480;957372;2324108;75525;;2360705;38510;;418;;;418;307004;-306586;;-306586
900588168;31/12/2016;2016;333402;31138;302264;225720;;608975;233021;;-314012;15727;7606;-305891;;-305891;;-305891
830118758;31/12/2016;2016;13475161;6949692;6525469;560738;4783703;1031816;39491;;1231197;301966;526936;1006227;186798;819429;;819429
830134654;31/12/2016;2016;4027790;2972414;1055376;146999;0;623601;362098;0;216676;0;0;216676;93058;123618;0;123618
860090052;31/12/2016;2016;1446696;;1446696;4733500;;1517690;85725;;4576781;20;64882;4511919;637643;3874276;;3874276
860516860;31/12/2016;2016;13958544;8241109;5717435;65401;2027385;1400255;182;;2355014;2620;810725;1546909;620053;926856;0;926856
804014559;31/12/2016;2016;60240373;51759313;8481060;789873;6269094;1913565;311039;;777235;28350;878214;-72629;26098;-98727;;-98727
900502059;31/12/2016;2016;12184394;9310948;2873446;291774;1875041;429992;;;860187;380;422790;437777;166037;271740;;271740
900527960;31/12/2016;2016;910961;;910961;21425;;793242;10503;;128641;2227;12881;117987;31200;86787;;86787
900125358;31/12/2016;2016;10577669;;10577669;91437;;7340;554;;10661212;;26087;10635125;29831;10605294;;10605294
900055058;31/12/2016;2016;1989126;352873;1636253;628611;5450;665269;28765;;1565380;;;1565380;;1565380;;1565380
812005557;31/12/2016;2016;4334776;3262219;1072557;11809;366630;460265;;;257471;;54479;202992;74519;128473;;128473
900161252;31/12/2016;2016;0;;0;38749;;110372;;;-71623;;44625;-116248;;-116248;;-116248
800130368;31/12/2016;2016;915257;620502;294755;20171;123197;174191;24614;;-7076;7469;40644;-40251;12560;-52811;;-52811
900269179;31/12/2016;2016;10457470;8667692;1789778;57294;;1152852;20764;;673456;517316;713183;477589;194438;283151;;283151
800233837;31/12/2016;2016;4320001;2180339;2139662;9497;1231926;0;9722;0;907511;0;182962;724549;256392;468157;0;468157
900457657;31/12/2016;2016;22112658;13687662;8424996;1124275;424422;7382308;;;1742541;150859;50361;1843039;1258878;584161;;584161
900047559;31/12/2016;2016;8908900;6840331;2068569;73764;453495;1324372;165310;;199156;;;199156;134275;64881;;64881
860352254;31/12/2016;2016;4367275;1572841;2794434;142789;1681028;817772;78097;;360326;15275;186595;189006;70185;118821;;118821
890929458;31/12/2016;2016;435026;397334;37692;6221;0;4353;6615;0;32945;11;2333;30623;10510;20113;0;20113
811011057;31/12/2016;2016;4819684;3313408;1506276;129712;326260;214267;16539;;1078922;79694;16465;1142151;-105250;1247401;;1247401
802010663;31/12/2016;2016;1616819;;1616819;5735;;1029216;;;593338;48218;9885;631671;266828;364843;;364843
900594057;31/12/2016;2016;11254;;11254;0;;5996;194199;;-188941;;;-188941;;-188941;;-188941
830036557;31/12/2016;2016;13067975;8037867;5030108;1835448;1785925;695277;62053;;4322301;297434;370319;4249416;1573048;2676368;;2676368
900567860;31/12/2016;2016;2303258;1614573;688685;483463;10933;711917;2016;0;447282;0;396393;50889;9545;41344;0;41344
800240258;31/12/2016;2016;51476752;45380359;6096393;998481;5176411;1175689;;;742774;;91427;651347;520942;130405;209303;339708
890926357;31/12/2016;2016;5880183;4031041;1849142;58589;426456;397640;124695;;958940;;109845;849095;220169;628926;;628926
800147099;31/12/2016;2016;3163248;1768055;1395193;82590;966858;247625;160727;0;102573;0;0;102573;-5254;107827;0;107827
800211365;31/12/2016;2016;16013267;6656921;9356346;209404;3376028;3204157;672407;0;2313158;305899;0;2619057;1135593;1483464;0;1483464
900450156;31/12/2016;2016;18768080;14491778;4276302;28509;2491845;741589;71262;0;1000115;71504;36863;1034756;413010;621746;0;621746
900155846;31/12/2016;2016;2113022;509192;1603830;1642093;;500561;1591428;214002;1367936;86230;206727;1247439;-512381;1759820;;1759820
830067482;31/12/2016;2016;11842101;9394310;2447791;97262;;1461096;204889;;879068;;;879068;298876;580192;;580192
891501462;31/12/2016;2016;15499720;9574068;5925652;0;;687710;;;5237942;7217288;4308723;8146507;570494;7576013;;7576013
860008948;31/12/2016;2016;1998344;1046531;951813;0;385270;422718;0;;143825;6056;107430;42451;14477;27974;;27974
830007414;31/12/2016;2016;4169271;2285036;1884235;2525;819481;592945;20158;;454176;9615;39926;423865;169967;253898;;253898
900396967;31/12/2016;2016;0;0;0;0;0;2195953;4623;0;-2200576;8713858;7813116;-1299834;7864;-1307698;0;-1307698
