NIT;FECHA CORTE;DURACION;(+/-) Ganancia (pérdida);(+/-) Ajustes por gastos por impuestos a las ganancias;( + ) Ajustes por gastos de depreciación y amortización;(+/-) Ajustes por deterioro de valor (reversiones de pérdidas por deterioro de valor) reconocidas en el resultado del periodo;(+) Ajustes por provisiones;(+) Ajustes por costos financieros;(+/-) Ajustes por pérdidas (ganancias) de moneda extranjera no realizadas;(+/-) Ajustes por pérdidas (ganancias) del valor razonable;(-) Ajustes por ganancias no distribuidas de asociadas;(+/-) Ajustes por pérdidas (ganancias) por la disposición de activos no corrientes;(+/-) Otros ajustes para conciliar la ganancia (pérdida);Total ajustes para conciliar la ganancia (pérdida);(+/-) Ajustes por disminuciones (incrementos) en los inventarios;(+/-) Ajustes por la disminución (incremento) de cuentas por cobrar de origen comercial;(+/-) Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operación;(+/-) Ajustes por el incremento (disminución) de cuentas por pagar de origen comercial;(+/-) Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operación;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de operación;(+) Flujos de efectivo procedentes de la pérdida de control de subsidiarias u otros negocios;(-) Flujos de efectivo utilizados para obtener el control de subsidiarias u otros negocios;(+) Otros cobros por la venta de patrimonio o instrumentos de deuda de otras entidades;(-) Otros pagos para adquirir patrimonio o instrumentos de deuda de otras entidades;(+) Otros cobros por la venta de participaciones en negocios conjuntos;(-) Otros pagos para adquirir participaciones en negocios conjuntos;(+) Importes procedentes de la venta de propiedades, planta y equipo;(-) Compras de propiedades, planta y equipo;(+) Importes procedentes de ventas de activos intangibles;(-) Compras de activos intangibles;(+) Recursos por ventas de otros activos a largo plazo;(-) Compras de otros activos a largo plazo;(-) Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera;(+) Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera;(+) Dividendos recibidos;(+) Intereses recibidos;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de inversión;(+) Importes procedentes de aumento de capital y/o recolocación de acciones;(-) Disminución de capital social y/o readquisición de acciones;(-) Pagos por otras participaciones en el patrimonio;(+) Importe procedente del aumento prima por emisión;(-) Disminución de prima por emisión;(+) Importes procedentes de préstamos;(-) Reembolsos de préstamos;(-) Pagos de pasivos por arrendamientos financieros;(-) Dividendos pagados;(-) Intereses pagados;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de financiación;Incremento (disminución) neto de efectivo y equivalentes al efectivo, antes del efecto de los cambios en la tasa de cambio;(+/-) Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo;Incremento (disminución) neto de efectivo y equivalentes al efectivo;Efectivo y equivalentes al efectivo al principio del periodo;Efectivo y equivalentes al efectivo al final del periodo
900390181;31/12/2016;2016;-78730;69000;226326;;;;;;;;;295326;;17379;-18206;55363;-89979;-951;180202;;;;8548;;;;3209;;;;;;;;;;-11757;;;;;;;115361;;;;;-115361;53084;;53084;3174;56258
900390213;31/12/2016;2016;398743;;;;;;;;;;;;940842;1165361;;-1740386;;-876569;-112009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-112009;;-112009;216214;104205
900390306;31/12/2016;2016;226715;0;0;0;0;0;0;0;0;0;0;0;0;2125575;0;-1349830;-1235909;0;-233449;0;0;0;0;0;9978126;0;0;0;0;0;0;0;0;0;0;0;-9978126;0;0;0;0;0;10140592;0;0;0;0;0;10140592;-70983;0;-70983;88477;17494
900390425;31/12/2016;2016;-1015277;-49209;259816;302793;;;;-382508;;334904;;465796;-133254;;-182327;;118659;-7045822;-7792225;;;;;;;;28597;;;;;;;;;;-28597;5122600;;;;;223450;;199253;;;;5146797;-2674025;;-2674025;4283640;1609615
900390486;31/12/2016;2016;451919;3184;0;0;13695;0;0;0;0;0;-740525;-723646;149095;-20156;0;0;-88676;-3762;-235226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248244;248244;13018;;13018;1527;14545
900390509;31/12/2016;2016;257655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900390710;31/12/2016;2016;1518249;905033;125740;;;;;;;;;1030773;-662846;-528827;206524;970794;-698683;-34294;1801690;;;;;;;;466365;;;;;;;;;4762;-461603;;;;;;;28179;;703777;;;-731956;608131;;608131;776597;1384728
900390715;31/12/2016;2016;857240;;389863;;;;;;;;;389863;;-1941132;16;-90185;337587;;-446611;;;;;;;;166052;;;;;;;;;;-166052;;;;;;;;;3000000;;;-3000000;-3612663;;-3612663;4881807;1269144
900390727;31/12/2016;2016;34442;;;;;;;;;;;;5030492;152885;;;;;5217819;;;;;;;21442;;;;;;;;;;;21442;;;;;;;;;;;;;5239261;;5239261;;
900390764;31/12/2016;2016;54439;;201219;;;;;;;;21434;222653;188704;-79449;0;-320906;0;-49886;15555;;;;;;;;142943;;;;;;;;;;-142943;;;;;;;;;;;;;-127388;;-127388;260654;133266
900390813;31/12/2016;2016;1022153;18696;0;0;0;0;0;0;0;0;0;18696;0;;602915;-14847;-414493;0;1214424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465408;0;0;-465408;749016;0;749016;879652;1628668
900390928;31/12/2016;2016;154086;;;;;;;;;;;;;;;;;;154086;;;;;;;;;;;;;;;;;492577;492577;;;;;;;;;;;;;646663;;646663;641766;1288429
900390933;31/12/2016;2016;5665;48243;;;;;;;;;;48243;5800405;-3362917;;-465239;-22977793;;-20951636;;;;;;;;;;;;;;;;;-162613;-162613;;;;;;14164838;;;;;-12036504;2128334;-18985915;;-18985915;19721567;735652
900391130;31/12/2016;2016;-187640;77506;36502;0;0;6707;-313880;-23535;0;0;0;-216700;-284470;-240900;0;-338339;0;0;-1268049;0;0;0;0;0;0;0;44443;0;0;10161;0;0;0;0;5637;;-28645;0;0;0;0;0;560145;0;0;0;39567;0;520578;-776116;361490;-414626;752513;337887
900391297;31/12/2016;2016;106174;;88911;;;;;;;;;88911;;590032;19808;-21748;-6887;;776290;;;;;;;;892548;;;;;;;;;;-892548;;;;;;;;;;;;;-116258;;-116258;;
900391332;31/12/2016;2016;908289;;34329;0;271785;0;0;0;0;0;0;306114;-505436;1261124;-62847;254783;-214186;-207696;1740145;0;0;0;0;0;0;0;7546084;0;0;0;0;0;0;0;0;0;-7546084;0;0;0;0;0;5820473;0;0;0;0;0;5820473;14534;0;14534;15025;29559
900391379;31/12/2016;2016;428666;1890;90498;;;;;72724;;;-549582;-384470;;23700;2;-2034;-25332;;40532;;;;59565;;;1190074;;;;;;;;;;;1130509;;;;;;40879;1320930;;;;133233;-1146818;24223;;24223;1379;25602
900391449;31/12/2016;2016;-663143;;;-8709;;885;;;;;;-7824;401333;963332;1995922;339910;1431712;813620;5274862;;;;;;;;1185055;467724;;;;;;;;;-717331;;900000;2146123;;;;2007479;;225769;;;-5279371;-721840;;-721840;747359;25519
900391511;31/12/2016;2016;46828;;7070;;;;;;;;;7070;;40242;-54074;-1312;;238849;277603;;;;;;;;433960;;;;;;;;;;-433960;;;17078;;;;;;;;183989;166911;10554;;10554;59;10613
900391531;31/12/2016;2016;98191;-50653;978161;;12461;;;;;;38179;978148;-888745;-756544;-473;709456;-64859;;75174;;;;;;;;;;;;;;;;;;;;;;24000;;331759;478689;;;;;-122930;-47756;;-47756;56093;8337
900391648;31/12/2016;2016;680333;39322;17198;;;;;;;;;56520;;-2631676;;2079025;9364;-700;192866;;;;;;;;;;;;;;;;;230802;230802;;;;;;;;;;;-424368;-424368;-700;;-700;1485;785
900391672;31/12/2016;2016;-623493;119062;0;0;0;0;0;0;0;46742;27113;192917;5653;4201796;-2423055;-54318;-8255;-351908;939337;0;0;0;0;0;0;20000;121835;0;0;0;9264;0;0;0;0;-65841;-176940;0;0;0;0;0;0;0;0;0;0;-4439;-4439;757958;;757958;72524;830482
900391805;31/12/2016;2016;107799;326874;;;;;;;;;;326874;-7816194;-5846121;;11182524;;78243;-1966875;;;;;;;;;;;;;;;;;-306518;-306518;;;;;;10217961;11819107;;;;-13033;-1614179;-3887572;;-3887572;7582356;3694784
900391830;31/12/2016;2016;-1431957;;229544;;;;;;;13975;;243519;973798;-19761;-43765;744835;-11342;;455327;;;;;;;4617;320940;;;;;;;;;;-316323;;;;;;;;;;;;;139004;;139004;;
900391888;31/12/2016;2016;164398;;21017;;;3920;6560;;;;-31497;0;-87450;-290897;34901;215289;978238;;1014479;;;;;;;;334790;;;;659775;;;;;;-994565;;;;;;;;;;;;;19914;;19914;4594;24508
900391989;31/12/2016;2016;-9831;0;0;0;0;0;0;0;0;0;0;0;-2523541;-984193;991007;108029;-44085;;-2462614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1898263;0;0;0;0;268743;2167006;-295608;;-295608;346138;50530
900392211;31/12/2016;2016;120113;0;202789;0;0;0;0;0;0;0;0;202789;0;-756277;0;211073;0;409649;187347;0;0;0;0;0;0;0;4813013;0;0;0;0;0;0;0;0;0;-4813013;0;0;0;1614506;0;2220081;0;0;0;0;1699744;5534331;908665;;908665;282403;1191068
900392220;31/12/2016;2016;1178154;347431;3510;;;;;;;;;350941;-134327;;;;;;1394768;;;;;;;;142986;;;;;;;;;-953641;-1096627;;;51480;;;128795;;7089;;;-230792;-160566;137575;;137575;55191;192766
900392254;31/12/2016;2016;160397;39083;0;0;0;0;0;0;0;0;0;39083;0;-235;0;-133000;-79110;0;-12865;0;0;0;0;0;533521;0;0;0;0;0;0;0;0;0;0;0;-533521;300000;0;0;0;0;0;0;0;0;0;8150;308150;-238236;0;-238236;563774;325538
900392345;31/12/2016;2016;688639;;42615;;;;;;;;;42615;;-111;-6028810;5869688;-1539915;;-967894;;;;;;;23497;;;;;;;;;;;23497;337606;;;;;;;;;;;337606;-606791;;-606791;947355;340564
900392471;31/12/2016;2016;85269;;;;;;;;;;;;48836;-124029;;-178841;;22984;-145781;;;;;;;1204706;;;;;;;;;;;1204706;;;;;;;886646;;164456;;;-1051102;7823;;7823;23346;31169
900392553;31/12/2016;2016;6959;2076;;;;;;;;;;2076;;;131;311839;;-253;320752;;;;;;;;313705;;;;;;;;;;-313705;;;;;;;;;;;;;7047;;7047;595;7642
900392554;31/12/2016;2016;274329;;30971;;;;;;;;;30971;-12444;-10765;2666;-507052;44216;;-178079;;;;;;;;11305;;;;;;;;;;-11305;;;;;;102150;;;;;;102150;-87234;;-87234;195877;108643
900392611;31/12/2016;2016;-944119;105973;2388657;1125719;;;;;;;45;3620394;;1153964;-1025133;-976140;-1636637;1010309;1202638;;;;14582731;;;268;136540;;106894;;;;;;;;-14825897;;;;;;;15438881;;;1972288;;-17411169;-31034428;;-31034428;37951517;6917089
900392658;31/12/2016;2016;418655;;126521;;258658;;;;;;;385179;;-1958698;-126058;1244972;38694;;2744;;;;;;;;891703;;;;;;;;;;-891703;;;;;;112000;;;230126;;568847;450721;-438238;;-438238;858297;420059
900392812;31/12/2016;2016;933609;5417;0;0;0;91734;0;0;0;0;-1030760;-933609;0;0;0;-96741;-47921;1873046;1728384;0;0;0;0;0;10245;0;0;0;0;0;0;0;0;0;0;0;-10245;0;0;0;0;0;0;0;0;1734095;0;0;-1734095;-15956;0;-15956;87175;71219
900392900;31/12/2016;2016;2008332;3677;9462;;;;;-199546;;;19008;-167399;;;-208820;;-890042;;742071;;;;;;40500;;;;;;;;;;;;-40500;;;;;;;12944;;693646;;69365;-637225;64346;;64346;1769;66115
900392919;31/12/2016;2016;474327;267174;286975;;;;;;;;;554149;-1277117;-227112;;;1188292;-277997;434542;;;;;;;;66699;;;;;;;;;;-66699;;;;;;;;;359182;;-31549;-390731;-22888;;-22888;529032;506144
900393167;31/12/2016;2016;1024726;96378;261953;;;;;;;;;358331;;-146807;;3273684;-3739530;8571;778975;;;;;;;;;;;;200000;;;;;;-200000;;;;;;;;;;;;;578975;;578975;614471;1193446
900393240;31/12/2016;2016;-1372266;;684184;18009;;;;;;;;702193;-127212;-44968;-61457;67189;-4830084;70824;-5595781;;;;1331309;;;;344255;;;;;;;;;;-1675564;;;;4048225;;2013743;;;;;1234065;7296033;24688;;24688;5454;30142
900393284;31/12/2016;2016;27432;0;88225;13605;0;0;0;0;0;0;-1658;100172;-1245396;-353058;-24800;308267;-10041;0;-1197424;0;0;0;0;0;0;0;219867;926;0;0;0;0;0;0;0;0;-218941;0;0;0;802478;0;796284;0;0;0;0;0;1598762;182397;0;182397;51849;234246
900393329;31/12/2016;2016;-681603;0;20938;0;1287;0;0;0;0;0;0;22225;0;-428115;36747;-77734;1270985;0;142505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142505;0;142505;238876;381381
900393426;31/12/2016;2016;455046;136050;8359;0;0;0;0;0;0;0;0;144409;1047636;24355;1112215;-80646;-94868;;2608147;0;0;0;0;0;0;0;1685;0;0;0;0;0;0;0;0;0;-1685;0;0;0;0;0;265551;3045674;0;0;0;13064;-2767059;-160597;;-160597;318169;157572
900393427;31/12/2016;2016;114820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900393478;31/12/2016;2016;1022275;-662811;169474;;;;;;;;26702;-466635;-1295872;1409940;0;933646;1487790;;3091144;;;;;;;;9261288;;30945;;;;;;;;-9292233;1440684;;;;;4790004;;;;;0;6230688;29599;;29599;56455;86054
900393557;31/12/2016;2016;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;532;532
900393656;31/12/2016;2016;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900393863;31/12/2016;2016;145006;162908;47063;82478;0;0;0;0;0;0;0;292449;0;15458;-250595;324232;20546;83380;630476;0;0;0;0;0;0;0;1651;0;2432;0;0;0;0;0;279;0;-3804;0;0;0;0;0;211543;483413;56632;0;83659;0;-412161;214511;0;214511;197570;412081
900393932;31/12/2016;2016;560917;;118137;;;;;;;;;118137;;-568222;;-8850;451768;61988;615738;;;;;;;;;;;;;;;;;;;;;;;;;;;573861;;;-573861;41877;;41877;68159;110036
900393976;31/12/2016;2016;232756;;28728;119904;;;-86221;;;;;62411;156089;-1507525;;1228311;-142502;;29540;;;;;;;;15709;;;;;;;;;;-15709;;;;;;;;;;;;;13831;;13831;29579;43410
900394075;31/12/2016;2016;-3824;0;435116;-9290;597743;0;0;0;0;0;0;1023569;-1199940;1511027;0;-230913;493975;-519574;1074320;0;0;0;0;0;0;0;180798;0;200592;0;0;0;0;0;0;0;-381390;0;0;0;0;0;697709;0;0;2000000;0;0;-1302291;-609361;;-609361;1089535;480174
900394124;31/12/2016;2016;33212;;;;;;;;;;-6346;-6346;-990650;2061;-323683;-140366;1135067;;-290705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-290705;;-290705;541620;250915
900394236;31/12/2016;2016;55024;;;;;;;;;;;;;;172706;851892;;;1079622;;;;;;;;;;;;;;;;524510;;524510;;;;;;;;;;;6227892;6227892;7832024;;7832024;3522951;11354975
900394297;31/12/2016;2016;928;0;0;0;0;0;0;0;0;0;0;0;463757;102832;0;978;-448988;-3727;115780;0;0;0;0;0;0;0;1651;0;0;0;0;0;0;0;0;0;-1651;0;51168;0;0;0;0;0;0;0;0;0;-51168;62961;0;62961;31785;94746
900394329;31/12/2016;2016;-133053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900394330;31/12/2016;2016;-47370;;;;;;;;;;-311330;-311330;;-367380;3037;323973;11113;-211752;-599709;;;;;;;846147;;;5388;;;;;;;;840759;;;192802;;260000;;;;;;;-452802;-211752;;-211752;445280;233528
900394651;31/12/2016;2016;1110955;1866;903;0;0;11251;0;0;0;0;0;14020;37243;49094;19598;52396;108147;191454;1582907;0;0;0;0;0;0;5900;6990;0;55111;0;0;0;0;0;0;0;-56201;0;0;0;0;0;0;1150549;0;0;11251;9755;-1152045;374661;0;374661;34586;409247
900394693;31/12/2016;2016;123413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900394700;31/12/2016;2016;1048;;1608;;;;;;;;;1608;;-5027;;-2344;8459;;3744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3744;;3744;2658;6402
900394713;31/12/2016;2016;-16276;;25398;;;;;;;;;25398;;-2690;-7149;393;5304;-100000;-95020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-95020;;-95020;1164175;1069155
900394749;31/12/2016;2016;-1365418;32559;396068;;;;;;;;;428627;;-962542;133836;171190;423920;;-1170387;;;;;;;1170390;;;;;;;;;;;1170390;;;;;;;;;;;;;3;;3;296;299
900394786;31/12/2016;2016;-2227421;850248;;;;;;;;;;850248;;1178060;;-225588;;386256;-38445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-38445;;-38445;38445;0
900394809;31/12/2016;2016;-124160;-2750;8088;;;;;;;;;5338;;;492730;;-8489;-537;364882;;;;;;;;;;;;;;;;;;;;;;;;;12496;;;;;-12496;352386;;352386;177789;530175
900394827;31/12/2016;2016;1118376;157177;33973;;;;;;;;;191150;213496;899135;;-72473;-1366301;;983383;;;;1150000;;;;2460383;1568346;;;;;;;;;-2042037;951000;;;;;;307325;;;;;643675;-414979;;-414979;720520;305541
900395008;31/12/2016;2016;327338;169394;55773;0;0;0;0;0;0;0;157961;383128;486292;72777;-284331;283349;106744;99814;1475111;0;0;0;0;0;0;0;290402;0;0;0;0;0;0;0;17806;-207448;-480044;0;0;0;0;0;778203;1974730;0;0;39474;-101683;-1337684;-342617;0;-342617;778036;435419
900395070;31/12/2016;2016;90515;46820;190817;;;;;;;;;237637;;-157401;;-749341;;608313;29723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29723;;29723;125110;154833
900395072;31/12/2016;2016;784512;-52259;83395;783621;0;0;0;71214;0;-905;-773985;111081;0;-63838;0;-210373;32198;39971;693551;0;0;0;0;0;0;0;0;0;0;0;724219;0;0;0;0;37345;-686874;0;0;0;0;0;0;354;0;0;0;0;-354;6323;0;6323;102300;108623
900395597;31/12/2016;2016;-1556;29;;;25;;;;;;;54;;;-23;;1525;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;1200;1200
900395675;31/12/2016;2016;-225177;115777;77910;;;;;;;-56152;;137535;;;714213;;241;-61109;565703;;;;;;;;904623;;;;;;;;;;-904623;;;;;;;;;;;166544;166544;-172376;;-172376;;
900395680;31/12/2016;2016;132354;0;0;52179;;;;;;;;52179;;911;0;1002363;;;1187807;;0;;;;;209169;1329360;0;;;1029414;;;;;;-2149605;1029414;;;;;;;;;;;1029414;67616;;67616;29126;96742
900395688;31/12/2016;2016;-1471987;36646;945075;;;;;;;;;981721;;1064358;40892;-464732;-222606;;-72354;;;;;;;;50770;;;;;;;;;;-50770;;;;;;82281;;;;;;82281;-40843;;-40843;85454;44611
900395720;31/12/2016;2016;27750;13667;29683;0;0;613292;0;0;0;0;0;656642;-1923177;-468338;0;178920;-718545;0;-2246748;0;0;0;0;0;0;0;217194;0;0;0;70000;0;0;0;0;0;-287194;0;0;0;0;0;5957789;3882396;0;0;613292;0;1462101;-1071841;0;-1071841;1105786;33945
900395806;31/12/2016;2016;-277987;;50649;;;;;;;;;50649;1390;-37647;;-1154;2274;;-262475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;135001;135001;-127474;;-127474;179568;52094
900395808;31/12/2016;2016;-200369;;17354;48241;;;;252789;;;;318384;;52303;;20256;;;190574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-500000;-500000;-309426;;-309426;926129;616703
900395921;31/12/2016;2016;366974;;;;;;;;;;;;2441918;-1780186;;-1867555;442871;;-395978;;;;;;;;;;;;;;;;;18953;18953;;;;;;;672951;;;;;-672951;-1049976;;-1049976;1414845;364869
900396071;31/12/2016;2016;205980;;40852;;;;;;;;;40852;;-2794736;-21214;5626;17775;;-2545717;;;;410;;;;588835;;;;81704;;;;;;-670949;1335511;;;;;1872768;;;;;;3208279;-8387;;-8387;9577;1190
900396129;31/12/2016;2016;4659;;;;;;;;;;;;;;;;;;4659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4659;;4659;;
900396176;31/12/2016;2016;330036;917272;90675;2578;0;0;0;0;0;0;0;1010525;0;-3591611;-126309;-682485;-249654;632223;-2677275;0;600000;0;0;0;0;0;10484;0;0;0;0;0;0;0;0;0;-610484;435000;0;0;3275534;0;0;343005;0;0;0;-2805;3364724;76965;0;76965;2976;79941
900396503;31/12/2016;2016;-286533;65209;;;;;;;;;498579;563788;;245835;518108;-512059;;839871;1369010;;;;;;;;;;;;;;;;;;;;;;;;;;;1056000;;-2355;-1058355;310655;;310655;234798;545453
900396542;31/12/2016;2016;43339381;-576578;94022;;;;;;;-41252630;;-41735186;;-7601256;;668446;4353140;;-975475;;;;;;;1041049;4275671;;;42236548;;;;;;;39001926;;;;;;;;;3278700;;;-3278700;34747751;;34747751;8949704;43697455
900396581;31/12/2016;2016;515189;329054;;;;;;;;;;329054;100610;;-652230;-517233;-14364;;-238974;;;;;;;36416;;50360;;;;;;;;;86776;;;;;;;;;;;57243;57243;-94955;;-94955;384599;289644
900396582;31/12/2016;2016;-532120;;317006;;32476;;;;;;;349482;-48038;-444650;;955961;-5397416;;-5116781;;;;;;;;;;;;;;;;;;;5104422;;;;;;;;;;;5104422;-12359;;-12359;104823;92464
900396662;31/12/2016;2016;146806;16689;;;;;;;;;;16689;;-40040;;1082;;;124537;;;;;;;;;;;;;;;;;123885;123885;;;;;;;;;;;;;248422;;248422;525432;773854
900396818;31/12/2016;2016;-842688;;368472;;;;;;;;;368472;-12586;-123378;;2575586;;;1965406;;;;;;;;472995;;82743;;;;;;;;-555738;;;;;;;1675683;;;;;-1675683;-266015;;-266015;351795;85780
900396838;31/12/2016;2016;549;;;;;;;;;;;;5794005;1427075;;-40217;-6049678;-190973;940761;;;;;;;;;;940274;;;;;;;;-940274;;;;;;;;;;;;;487;;487;28650;29137
900396852;31/12/2016;2016;336157;;19001;;;;;;;;;19001;-321285;-7577;;94192;;22419;142907;;;;;;;;7835;;;;;;;;;;-7835;;;;;;;;;;;;;135072;;135072;635937;771009
900396934;31/12/2016;2016;2350972;-426860;0;;;;;;;;;-426860;11977242;-11763559;1090493;-127235;-931204;-196051;1973798;;;;;;;;;27226931;;;;;;;;;27226931;;;;;;;14910953;;;;-14418903;-29329856;-129127;;-129127;253228;124101
900396965;31/12/2016;2016;-16934051;;1293728;;;928234;-3164869;;;;100331;-842576;-727608;-1057667;;-1066204;;-604255;-21232361;;;;;;;;3864668;;106352;;3456817;;;;;;-7427837;29942556;;;;;;;;;916852;;29025704;365506;;365506;524474;889980
900396967;31/12/2016;2016;-1307698;7864;138238;515;;;-1284724;;;15172;;-1122935;-1279287;-117970;-76012;1127562;-135933;;-2912273;;;;;;;;10681494;;1370;;;;;;;;-10682864;14184917;;;;;;;;;;17540;14202457;607320;;607320;1186358;1793678
900396996;31/12/2016;2016;269447;142915;;;;;;-160322;;;;-17407;;-9945;;-3077;-93621;;145397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145397;;145397;233704;379101
900397057;31/12/2016;2016;-4677113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900397066;31/12/2016;2016;218293;121602;2488;;;;;;;;;124090;-21558;-266888;-44163;-219614;-426534;17263;-619111;;;;;;;;11826;;;;;;;;;;-11826;;;;;;;;;;;;;-630937;;-630937;2409292;1778355
900397071;31/12/2016;2016;4386310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900397118;31/12/2016;2016;-99473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900397171;31/12/2016;2016;214702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900397248;31/12/2016;2016;389382;;22766;;311335;;;;;;-36806;297295;-392189;-46977;-29517;139514;-289563;;67945;;;;;;;;255;;;;;;;;;;-255;;;;;;;;;;;-93226;-93226;-25536;;-25536;110908;85372
900397354;31/12/2016;2016;701725;;35315;;397157;;;;;;;432472;;;1670293;;923534;-400323;3327701;;;;;;;;3130873;;;;;;;;;-32471;-3163344;;;;;;;;;;;-64024;-64024;100333;;100333;236;100569
900397367;31/12/2016;2016;62035;10631;631;;;;;;;;;11262;;-9379;;-211146;;16264;-130964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-130964;;-130964;230099;99135
900397613;31/12/2016;2016;105482;27494;3750;;;;0;0;0;0;0;31244;;-22816;;12142;1043628;1105;1170785;;;;;;;;1000000;;;;;;;;;4028;-995972;;;;;;;;;;;;;174813;;174813;10807;185620
900397616;31/12/2016;2016;-57727;7405;79203;0;0;0;0;0;0;0;0;86608;-92936;0;-49945;61479;5314;-1621;-48828;0;0;0;0;0;0;0;2136681;0;0;0;0;0;0;0;0;0;-2136681;0;0;0;0;0;2370036;195193;0;0;0;10689;2185532;23;0;23;16190;16213
900397663;31/12/2016;2016;551040;119062;14731;;;;;;;;-12193;121600;-171896;-393613;-163819;253900;102643;18544;318399;;;;;;;;16057;;;;;;;;;;-16057;;;;;;;;;;;54312;54312;356654;;356654;15088;371742
900397664;31/12/2016;2016;-1700175;;;;;;;;;;;;;;;;;;-1700175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1700175;;-1700175;;
900397709;31/12/2016;2016;171270;;150881;;;;;;;;;150881;-336389;-1485113;-27252;1095129;-185320;-76139;-692933;;;;;;;;75327;;;;;;;;;;-75327;;;;;;406666;;;;;;406666;-361594;;-361594;665399;303805
900397748;31/12/2016;2016;-22815;;3448;73830;26688;0;0;0;0;0;455;104421;0;751961;-5570;0;-366;-34567;793064;0;0;0;0;0;0;0;1828;0;0;0;0;0;0;0;0;0;-1828;0;0;0;0;0;0;623168;0;0;0;0;-623168;168068;0;168068;34477;202545
900397836;31/12/2016;2016;646451;;76579;;;;;;;;;76579;-783014;-3951480;-181927;-2230277;689553;;-5734115;;;;;;;5729641;;;18022;;;;;;;;5711619;7290841;;;;;;1470499;;;;;5820342;5797846;;5797846;445023;6242869
900397839;31/12/2016;2016;2743679;;1487007;;;;;;;-1208;;1485799;-2877821;-1224510;-676087;-15335021;4294681;0;-11589280;0;0;0;0;0;0;0;14372218;0;341159;;;;;;;;-14713377;19874292;;;;;6164461;;;;;;26038753;-263904;;-263904;2717939;2454035
900398007;31/12/2016;2016;1753653;36983;9638;;;241946;;;;;;288567;;;115526;;39820;;2197566;;;;;;;;771000;;;;1770990;;;;;;-2541990;;;;;;;;;;241946;586970;345024;600;;600;3128;3728
900398083;31/12/2016;2016;-280427;;94628;;46373;;;;;;;141001;;-10906;;52506;;71746;-26080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-26080;;-26080;;
900398264;31/12/2016;2016;1170351;865068;613305;;;;;;;;;1478373;;110288;;-392668;;-899618;1466726;;;;;;;26559;11208;;;;;;;;;;15351;;;;;;;;;657912;;-471381;-1129293;352784;;352784;727793;1080577
900398365;31/12/2016;2016;-1384;0;0;0;0;0;0;0;0;0;0;0;0;0;156;0;1242;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;;14;16554;16568
