Nit;Fecha Corte;Duracion;Ganancia (pérdida);Otro resultado integral, neto de impuestos, ganancias (pérdidas) por revaluación;Total otro resultado integral que no se reclasificará al resultado del periodo, neto de impuestos;Total otro resultado integral;Resultado integral total;Otro resultado integral, neto de impuestos, diferencias de cambio por conversión;Otro resultado integral, neto de impuestos, ganancias (pérdidas) actuariales por planes de beneficios definidos;Ganancias (pérdidas) por coberturas de flujos de efectivo, neto de impuestos;Total otro resultado integral que se reclasificará al resultado del periodo, neto de impuestos
800046749;31/12/2016;2016;398028;;;;;;;;
800046878;31/12/2016;2016;-694654;;;;;;;;
800046939;31/12/2016;2016;594588;;;;;;;;
800047094;31/12/2016;2016;51905;;;;;;;;
800047192;31/12/2016;2016;-75438;;;;-75438;;;;
800047266;31/12/2016;2016;154086;;;;154086;;;;
800047278;31/12/2016;2016;10617;;;;10617;;;;
800047359;31/12/2016;2016;503231;67137;67137;67137;570368;;;;
800047410;31/12/2016;2016;67219;;;;;;;;
800047433;31/12/2016;2016;82445;0;0;0;82445;0;0;0;0
800047489;31/12/2016;2016;3058758;;;;;;;;
800047781;31/12/2016;2016;3919155;;;;;;;;
800047821;31/12/2016;2016;2659629;0;0;0;2659629;0;0;0;0
800047904;31/12/2016;2016;191269;;;;;;;;
800048014;31/12/2016;2016;375822;;;;;;;;
800048266;31/12/2016;2016;33664;;;;;;;;
800048373;31/12/2016;2016;380334;0;0;0;380334;0;0;0;0
800048441;31/12/2016;2016;91567;;;;91567;;;;
800048482;31/12/2016;2016;176772;;;;176772;;;;
800048499;31/12/2016;2016;71606;;;;;;;;
800048558;31/12/2016;2016;266648;;;;;;;;
800048670;31/12/2016;2016;209762;0;0;0;209762;0;0;0;0
800048812;31/12/2016;2016;-946997;;;;;;;;
800048847;31/12/2016;2016;132576;;;;132576;;;;
800048974;31/12/2016;2016;113544;;;;113544;;;;
800048982;31/12/2016;2016;123736;0;0;0;123736;0;0;0;0
800048991;31/12/2016;2016;714;;;;;;;;
800049031;31/12/2016;2016;-20574;;;;;;;;
800049074;31/12/2016;2016;1135617;0;0;0;1135617;0;0;0;0
800049096;31/12/2016;2016;-1524615;;;;;;;;
800049372;31/12/2016;2016;-1758809;0;0;0;-1758809;0;0;0;0
800049438;31/12/2016;2016;25985;;;;;;;;
800049527;31/12/2016;2016;319536;0;0;0;319536;0;0;0;0
800049636;31/12/2016;2016;52309;;;;52309;;;;
800049731;31/12/2016;2016;40659;;;;;;;;
800049834;31/12/2016;2016;59787;;;;;;;;
800049896;31/12/2016;2016;175846;0;0;0;175846;0;0;0;0
800049971;31/12/2016;2016;23169;;;;;;;;
800050084;31/12/2016;2016;13265;;;;13265;;;;
800050088;31/12/2016;2016;-2884396;;;;;;;;
800050326;31/12/2016;2016;86989;;;;86989;;;;
800050367;31/12/2016;2016;-167115;;;;;;;;
800050527;31/12/2016;2016;-104430;;;;-104430;;;;
800050622;31/12/2016;2016;71104;;;;;;;;
800050644;31/12/2016;2016;249893;0;0;0;249893;0;0;0;0
800050699;31/12/2016;2016;-168797;;;;;;;;
800050749;31/12/2016;2016;1281269;;;;;;;;
800050751;31/12/2016;2016;81721;0;4241569;4241569;4323290;4241569;0;0;0
800050757;31/12/2016;2016;33807;;;;;;;;
800050903;31/12/2016;2016;483496;;;;483496;;;;
800050970;31/12/2016;2016;410564;;;;;;;;
800051066;31/12/2016;2016;306790;;;;;;;;
800051232;31/12/2016;2016;21223;;;;;;;;
800051354;31/12/2016;2016;87128;;;;;;;;
800051391;31/12/2016;2016;-25987;;;;;;;;
800051393;31/12/2016;2016;2706640;;;;;;;;
800051410;31/12/2016;2016;170316;;;;;;;;
800051659;31/12/2016;2016;94408;;;;;;;;
800051708;31/12/2016;2016;-946794;0;0;0;-946794;0;0;0;0
800051755;31/12/2016;2016;165907;;;;;;;;
800051817;31/12/2016;2016;186151;;;;;;;;
800051929;31/12/2016;2016;1164343;0;0;0;1164343;0;0;0;0
800051970;31/12/2016;2016;31374;2032378;2032378;2032378;2063752;;;;
800052046;31/12/2016;2016;-1565711;0;0;0;-1565711;0;0;0;0
800052069;31/12/2016;2016;272553;;;;272553;;;;
800052161;31/12/2016;2016;3021854;;;;3021854;;;;
800052169;31/12/2016;2016;-470397;;;;;;;;
800052287;31/12/2016;2016;101252;;;;;;;;
800052377;31/12/2016;2016;850933;;;;;;;;
800052534;31/12/2016;2016;3562288;;;;;;;;
800052674;31/12/2016;2016;72;;;;;;;;
800052699;31/12/2016;2016;-36830;;;;;;;;
800052705;31/12/2016;2016;-17174;0;-13529;-13529;-30703;-13529;0;0;0
800052954;31/12/2016;2016;132819;;;;;;;;
800052954;31/12/2016;2015-dic-31 / 2016-dic-31;228277;;;;;;;;
800053110;31/12/2016;2016;546630;0;0;0;546630;0;0;0;0
800053129;31/12/2016;2016;-2165490;;;;;;;;
800053279;31/12/2016;2016;-18050;;;;;;;;
800053310;31/12/2016;2016;493907;;;;;;;;
800053619;31/12/2016;2016;773380;0;0;0;773380;0;0;0;0
800053720;31/12/2016;2016;1235502;;;;1235502;;;;
800053849;31/12/2016;2016;8556;;;;;;;;
800053915;31/12/2016;2016;281472;;;;;;;;
800053986;31/12/2016;2016;160111;;;;;;;;
800054008;31/12/2016;2016;429473;;;;;;;;
800054034;31/12/2016;2016;150848;;;;;;;;
800054052;31/12/2016;2016;-221165;0;0;0;-221165;0;0;0;0
800054093;31/12/2016;2016;518696;;;;;;;;
800054106;31/12/2016;2016;598607;;;;;;;;
800054162;31/12/2016;2016;4853;;;;;;;;
800054239;31/12/2016;2016;30557;0;0;0;30557;0;0;0;0
800054357;31/12/2016;2016;-14064;;;;;;;;
800054419;31/12/2016;2016;-11129;;;;-11129;;;;
800054594;31/12/2016;2016;22299;;;;22299;;;;
800054669;31/12/2016;2016;292932;;;;;;;;
800055084;31/12/2016;2016;-3557;;;;;;;;
800055179;31/12/2016;2016;456983;;;;;;;;
800055206;31/12/2016;2016;18352;;;;;;;;
800055395;31/12/2016;2016;482307;0;0;0;482307;0;0;0;0
800055554;31/12/2016;2016;1118469;;;;1118469;;;;
800055730;31/12/2016;2016;1374427;0;0;0;1374427;0;0;0;0
800055792;31/12/2016;2016;-236694;;;;;;;;
800055803;31/12/2016;2016;539768;0;0;0;539768;0;0;0;0
800055880;31/12/2016;2016;4173;;;;;;;;
800055930;31/12/2016;2016;487288;;;;;;;;
800056467;31/12/2016;2016;6757;;;;;;;;
800056544;31/12/2016;2016;526739;;;;;;;;
800056670;31/12/2016;2016;91267;;;;;;;;
800056696;31/12/2016;2016;-480422;0;0;0;-480422;0;0;0;0
800056767;31/12/2016;2016;221719;;;;221719;;;;
800056821;31/12/2016;2016;3948690;;;3948690;;;;;
800056852;31/12/2016;2016;328758;;;;328758;;;;
800057081;31/12/2016;2016;-190056;;;;;;;;
800057113;31/12/2016;2016;532360;;;;532360;;;;
800057165;31/12/2016;2016;723726;;;;;;;;
800057252;31/12/2016;2016;335957;;;;;;;;
800057286;31/12/2016;2016;41762;0;0;0;41762;0;0;0;0
800057319;31/12/2016;2016;-183887;37421;37421;37421;-146466;0;0;0;0
800057326;31/12/2016;2016;298992;103339;103339;103339;402331;0;0;;
800057436;31/12/2016;2016;358060;;;;;;;;
800057657;31/12/2016;2016;60509;0;0;0;60510;0;0;;
800057787;31/12/2016;2016;64373;;;;;;;;
800057938;31/12/2016;2016;136833;;;;;;;;
800058195;31/12/2016;2016;781068;0;0;0;781068;0;0;0;0
800058242;31/12/2016;2016;114329;;;;;;;;
800058355;31/12/2016;2016;44609;0;0;0;44609;0;0;0;0
800058369;31/12/2016;2016;825591;;;;;;;;
800058438;31/12/2016;2016;897172;;;;;;;;
800058474;31/12/2016;2016;2579537;;;;;;;;
800058558;31/12/2016;2016;166027;0;0;0;166027;;;;
800058580;31/12/2016;2016;127480;;;;127480;;;;
800058709;31/12/2016;2016;673291;;;;;;;;
800058774;31/12/2016;2016;35381;;;;;;;;
800058793;31/12/2016;2016;943212;;;;;;;;
800058809;31/12/2016;2016;973390;0;0;0;973390;0;0;;
800059080;31/12/2016;2016;242985;-1662;-1662;-1662;241323;0;0;0;0
800059259;31/12/2016;2016;-326213;;0;0;-326213;0;;;
800059292;31/12/2016;2016;249211;;;;;;;;
800059365;31/12/2016;2016;1010092;;;;;;;;
800059675;31/12/2016;2016;1134106;;;;1134106;;;;
800059688;31/12/2016;2016;1184888;0;0;0;1184888;0;0;0;0
800059974;31/12/2016;2016;53569;;;;;;;;
800059995;31/12/2016;2016;138952;;;;;;;;
800060067;31/12/2016;2016;570275;;;;;;;;
800060273;31/12/2016;2016;449257;;;;449257;;;;
800060276;31/12/2016;2016;520485;;;;;;;;
800060288;31/12/2016;2016;5510911;;;;;;;;
800060313;31/12/2016;2016;197460;0;0;0;197460;0;0;0;0
800060420;31/12/2016;2016;216693;;;;;;;;
800060428;31/12/2016;2016;115794;;;;115794;;;;
800060530;31/12/2016;2016;1641543;;;;1641543;;;;
800060632;31/12/2016;2016;27291;;;;;;;;
800060875;31/12/2016;2016;7779;;;;;;;;
800060880;31/12/2016;2016;121308;;;;;;;;
800060945;31/12/2016;2016;74405;0;0;0;74405;0;0;0;0
800061127;31/12/2016;2016;238875;;;;238875;;;;
800061228;31/12/2016;2016;-683462;;;;;;;;
800061323;31/12/2016;2016;78004;;;;;;;;
800061347;31/12/2016;2016;378905;51305;51305;51305;430210;;;;
800061380;31/12/2016;2016;244735;;;;;;;;
800061512;31/12/2016;2016;739510;;;;739510;;;;
800061582;31/12/2016;2016;1913;0;0;0;1913;0;0;0;0
800061774;31/12/2016;2016;4598198;;;;;;;;
800061920;31/12/2016;2016;643265;;;;643265;;;;
800062127;31/12/2016;2016;64072;;;;64072;;;;
800062177;31/12/2016;2016;125344;;;;;;;;
800062423;31/12/2016;2016;94496;;;;;;;;
800062591;31/12/2016;2016;236489;0;0;0;236489;0;0;0;0
800062782;31/12/2016;2016;568047;;;;568047;;;;
800062994;31/12/2016;2016;51934;0;0;0;51934;0;0;0;0
800063072;31/12/2016;2016;-90797;;;;;;;;
800063246;31/12/2016;2016;919815;;;;919815;;;;
800063840;31/12/2016;2016;309937;66970;66970;;;;;;
800063923;31/12/2016;2016;203133;;;;;;;;
800063969;31/12/2016;2016;3291627;;0;21363045;24654672;0;0;21363045;21363045
800064005;31/12/2016;2016;-936011;;;;-936011;;;;
800064071;31/12/2016;2016;32523;;;;;;;;
800064126;31/12/2016;2016;5047547;-626396;-626396;-626396;4421151;;;;
800064177;31/12/2016;2016;374351;;;;;;;;
800064192;31/12/2016;2016;731173;;;;731173;;;;
800064372;31/12/2016;2016;-48533;;;;;;;;
800064407;31/12/2016;2016;233499;0;0;0;233499;0;0;0;0
800064486;31/12/2016;2016;82432;;;;;;;;
800064603;31/12/2016;2016;715801;;;;;;;;
800064784;31/12/2016;2016;5107577;;;;;;;;
800064788;31/12/2016;2016;685278;;;;;;;;
800064847;31/12/2016;2016;50382;0;0;0;50382;0;0;0;0
800064957;31/12/2016;2016;178426;0;0;0;178426;0;0;0;0
800064971;31/12/2016;2016;-33973;;;;-33973;;;;
800065006;31/12/2016;2016;87467;0;0;0;87467;0;0;0;0
800065246;31/12/2016;2016;94270;;;;;;;;
800065297;31/12/2016;2016;159028;;;;;;;;
800065567;31/12/2016;2016;112920;;;;;;;;
800065608;31/12/2016;2016;3539;;976252;976252;979791;976252;;;
800065630;31/12/2016;2016;-57988;;;0;-57988;;;0;0
800065684;31/12/2016;2016;733251;;;;733251;;;;
800065855;31/12/2016;2016;75012;0;0;0;75012;0;0;0;0
800065887;31/12/2016;2016;194520;0;0;0;194520;0;0;0;0
800066000;31/12/2016;2016;421016;;;;;;;;
800066123;31/12/2016;2016;601198;-67640;-67640;-37835;563363;;;29805;29805
800066199;31/12/2016;2016;13604187;0;0;0;13604187;0;0;0;0
800066210;31/12/2016;2016;-116790;234689;234689;234689;117899;;;;
800066247;31/12/2016;2016;-169673;;;;-169673;;;;
800066275;31/12/2016;2016;562566;7825;7825;7825;570391;;;;
800066365;31/12/2016;2016;79782;;;;;;;;
800066388;31/12/2016;2016;1397790;0;0;0;1397790;0;0;0;0
800066446;31/12/2016;2016;506910;;;506610;;;;;
800066571;31/12/2016;2016;426711;;;;;;;;
800066572;31/12/2016;2016;509984;;;;;;;;
800066575;31/12/2016;2016;62148;;;;62148;;;;
800066582;31/12/2016;2016;0;;;;;;;;
800066618;31/12/2016;2016;47108;0;0;0;47108;0;0;0;0
800066621;31/12/2016;2016;346070;;;;;;;;
800066663;31/12/2016;2016;63228;;;;;;;;
800066735;31/12/2016;2016;944104;0;0;0;944104;0;0;0;0
800066778;31/12/2016;2016;1250887;;;;;;;;
800067129;31/12/2016;2016-S1;1222056;;;;;;;;
800067129;31/12/2016;2016-S2;1141749;;;;;;;;
800067142;31/12/2016;2016;-260574;;;;-260574;;;;
800067319;31/12/2016;2016;283587;0;0;0;283587;0;0;0;0
800067425;31/12/2016;2016;388447;;;;388447;;;;
800067466;31/12/2016;2016;199330;;;;;;;;
800067546;31/12/2016;2016;109730;;;;;;;;
800067639;31/12/2016;2016;214734;;;;;;;;
800067647;31/12/2016;2016;474597;0;;;474597;0;0;474597;474597
800067662;31/12/2016;2016;24073;;;;24073;;;;
800067670;31/12/2016;2016;74812;;;;;;;;
800067737;31/12/2016;2016;-246583;;;;;;;;
800067741;31/12/2016;2016;17021;;;-823;16198;;;-823;-823
800067879;31/12/2016;2016;1653465;0;0;0;1653465;0;0;0;0
800067956;31/12/2016;2016;1289602;;;;1289602;;;;
800068030;31/12/2016;2016;80139;;;;;;;;
800068315;31/12/2016;2016;38296;;;;;;;;
800068462;31/12/2016;2016;386362;;;;;;;;
800068538;31/12/2016;2016;495716;;;;;;;;
800068547;31/12/2016;2016;127943;;;;;;;;
800068935;31/12/2016;2016;658946;;0;0;658946;0;;;
800069086;31/12/2016;2016;53102;;;;;;;;
800069469;31/12/2016;2016;92631;0;0;0;92631;0;0;0;0
800069554;31/12/2016;2016;913036;;;;;;;;
800069605;31/12/2016;2016;425647;0;13137410;13137410;13563057;13137410;0;0;0
800069626;31/12/2016;2016;53775;0;0;0;53775;0;0;0;0
800069640;31/12/2016;2016;82817;0;0;0;82817;0;0;0;0
800069643;31/12/2016;2016;-73983;;222578;222578;148595;222578;;;
800070008;31/12/2016;2016;710488;;;;;;;;
800070074;31/12/2016;2016;151018;;;;151018;;;;
800070655;31/12/2016;2016;2960131;;;;;;;;
800070771;31/12/2016;2016;1196047;0;0;0;1196047;0;0;0;0
800070845;31/12/2016;2016;-94202;;;;-94202;;;;
800070905;31/12/2016;2016;99656;0;0;0;99656;0;0;0;0
800071223;31/12/2016;2016;36340;;;;;;;;
800071243;31/12/2016;2016;604412;;;;;;;;
800071491;31/12/2016;2016;510211;0;0;0;510211;0;0;0;0
800071617;31/12/2016;2016;623433;;0;0;623433;0;;;
800071658;31/12/2016;2016;66167;;;;;;;;
800071780;31/12/2016;2016;98200;;;;;;;;
800071819;31/12/2016;2016;949357;;;;949357;;;;
800071993;31/12/2016;2016;42657;;;;;;;;
800072347;31/12/2016;2016;141237;;;;;;;;
800072607;31/12/2016;2016;1343280;;;;;;;;
800072637;31/12/2016;2016;148818;;;;148818;;;;
800072656;31/12/2016;2016;938887;;;;;;;;
800072959;31/12/2016;2016;1872791;0;0;0;1872791;0;0;0;0
800072960;31/12/2016;2016;547510;;;;;;;;
800072972;31/12/2016;2016;318325;;;;318325;;;;
800073063;31/12/2016;2016;-7867;0;0;0;-7867;0;0;0;0
800073145;31/12/2016;2016;38764;;;;;;;;
800073163;31/12/2016;2016;1750780;0;0;0;1750780;0;0;0;0
800073419;31/12/2016;2016;731945;0;0;0;731945;0;0;0;0
800073480;31/12/2016;2016;382165;;0;0;382165;0;;;
800073513;31/12/2016;2016;-285454;;;;-285454;;;;
800073551;31/12/2016;2016;-19268;0;0;0;-19268;0;0;0;0
800073761;31/12/2016;2016;836704;;;;;;;;
800074176;31/12/2016;2016;50332;;;;50332;;;;
800074598;31/12/2016;2016;157834;;;;;;;;
800074682;31/12/2016;2016;32516;0;32092;32092;64608;0;32092;0;0
800074714;31/12/2016;2016;253021;;;;;;;;
800074795;31/12/2016;2016;-33746;0;0;0;-33746;0;0;0;0
800074839;31/12/2016;2016;156084;;;;;;;;
800075003;31/12/2016;2016;1068249;0;0;0;1068249;0;;;
800075148;31/12/2016;2016;127034;;1;0;127034;1;;-1;-1
800075337;31/12/2016;2016;392958;0;0;0;392958;0;0;0;0
800075792;31/12/2016;2016;793861;;;;793861;;;;
800075993;31/12/2016;2016;45523;;;;45523;;;;
800076702;31/12/2016;2016;109535;;;;109535;;;;
800076704;31/12/2016;2016;189005;0;0;0;189005;0;0;0;0
800076770;31/12/2016;2016;565168;;;;;;;;
800076814;31/12/2016;2016;3325158;;;;;;;;
800076831;31/12/2016;2016;-356647;;;;;;;;
800076914;31/12/2016;2016;-127208;;;;;;;;
800077098;31/12/2016;2016;-62947;;;;;;;;
800077134;31/12/2016;2016;215272;0;0;0;215272;0;0;0;0
800077215;31/12/2016;2016;84939;;;;;;;;
800077329;31/12/2016;2016;282736;;;;282736;;;;
800077552;31/12/2016;2016;2773527;2352620;2352620;2352620;5126147;0;0;0;0
800077577;31/12/2016;2016;103300;0;0;0;103300;0;0;0;0
800077715;31/12/2016;2016;645631;;;;;;;;
800077848;31/12/2016;2016;312928;;;;;;;;
800077985;31/12/2016;2016;-447021;;;;;;;;
800078000;31/12/2016;2016;235391;;-7746;-7746;227645;-7746;;;
800078011;31/12/2016;2016;1269983;;;;1269983;;;;
800078122;31/12/2016;2016;549887;;6577;6577;556464;6577;;;
800078300;31/12/2016;2016;254150;;;;;;;;
800078482;31/12/2016;2016;-441826;0;0;0;-441826;0;0;0;0
800078508;31/12/2016;2016;493073;0;0;0;493073;0;0;0;0
800078522;31/12/2016;2016;2468043;;;;2468043;;;;
800078608;31/12/2016;2016;443310;;;;;;;;
800078640;31/12/2016;2016;1300240;0;0;0;1300240;0;0;0;0
800078692;31/12/2016;2016;1467474;0;0;0;1467474;0;0;0;0
800078868;31/12/2016;2016;-52560;;;;;;;;
800078935;31/12/2016;2016;399565;;;;;;;;
800079399;31/12/2016;2016;98914;;;;;;;;
800079478;31/12/2016;2016;-227777;;;;;;;;
800079482;31/12/2016;2016;2416358;;;;;;;;
800079536;31/12/2016;2016;1149827;;;;;;;;
800079603;31/12/2016;2016;577245;;;710730;1287975;;;710730;710730
800079726;31/12/2016;2016;347615;0;0;0;347615;0;0;0;0
800079807;31/12/2016;2016;31071;;696434;696434;727505;696434;;;
800079832;31/12/2016;2016;579323;;;;579323;;;;
800079868;31/12/2016;2016;153639;;;;;;;;
800079939;31/12/2016;2016;432191;;;;432191;;;;
800079983;31/12/2016;2016;540290;;;;;;;;
800080191;31/12/2016;2016;472633;;;;;;;;
800080730;31/12/2016;2016;913580;;;;913580;;;;
800080808;31/12/2016;2016;399227;;;;;;;;
800080813;31/12/2016;2016;-11000;;;;;;;;
800080839;31/12/2016;2016;328095;0;0;0;328095;0;0;0;0
800081006;31/12/2016;2016;267672;;;;;;;;
800081075;31/12/2016;2016;-133527;0;0;0;-133527;0;0;0;0
800081146;31/12/2016;2016;66018;;;;;;;;
800081388;31/12/2016;2016;71461;;;;;;;;
800081446;31/12/2016;2016;152525;0;0;0;152525;0;0;0;0
800081453;31/12/2016;2016;454395;;;;454395;;;;
800081507;31/12/2016;2016;472265;;;;;;;;
800081577;31/12/2016;2016;57717;;;;;;;;
800081664;31/12/2016;2016;3295066;-322080;-322080;-322080;2972986;;;;
800081723;31/12/2016;2016;-51221;;;;;;;;
800081739;31/12/2016;2016;-134862;;;;;;;;
800081740;31/12/2016;2016;102388;;;;102388;;;;
800081859;31/12/2016;2016;102525;8542;8542;8542;111067;;;;
800082225;31/12/2016;2016;-49507;;;;;;;;
800082458;31/12/2016;2016;324938;;;;;;;;
800082585;31/12/2016;2016;8387650;;;;;;;;
800082671;31/12/2016;2016;-1458795;;;;;;;;
800082760;31/12/2016;2016;430179;;;;;;;;
800082770;31/12/2016;2016;-14965;0;0;0;-14965;0;0;0;0
800082774;31/12/2016;2016;1418056;;;;;;;;
800082830;31/12/2016;2016;1044000;;;;;;;;
800082843;31/12/2016;2016;173729;;;;;;;;
800083176;31/12/2016;2016;528785;;;;;;;;
800083329;31/12/2016;2016;1347967;;;;1347967;;;;
800083514;31/12/2016;2016;44970;;;;;;;;
800083532;31/12/2016;2016;91277;0;0;0;91277;0;0;0;0
800083778;31/12/2016;2016;156939;;;;;;;;
800083827;31/12/2016;2016;262332;0;0;0;262332;0;0;0;0
800083908;31/12/2016;2016;276909;783;783;783;277692;0;0;0;0
800084124;31/12/2016;2016;77970;;;;;;;;
800084227;31/12/2016;2016;1173888;;;;;;;;
800084232;31/12/2016;2016;62611;;;;62611;;;;
800084366;31/12/2016;2016;-163522;5540245;5540245;5540245;5376723;;;;
800084728;31/12/2016;2016;-245970;;5082462;5082462;4836492;5082462;;;
800084858;31/12/2016;2016;115164;;;;;;;;
800084948;31/12/2016;2016;-816590;;;;;;;;
800085026;31/12/2016;2016;-89578;;;;-89578;;;;
800085178;31/12/2016;2016;1235669;;;;1235669;;;;
800085328;31/12/2016;2016;119786;;;;;;;;
800085480;31/12/2016;2016;1244680;0;0;0;1244680;0;0;0;0
800085606;31/12/2016;2016;890687;316757;316757;316757;1207444;0;0;0;0
800085667;31/12/2016;2016;237623;0;0;0;237623;0;0;0;0
800085796;31/12/2016;2016;77182;;;;;;;;
800085861;31/12/2016;2016;-170775;;;;-170775;;;;
800085913;31/12/2016;2016;358936;0;0;0;358936;0;0;0;0
800086042;31/12/2016;2016;4615964;0;0;0;4615964;0;0;0;0
800086186;31/12/2016;2016;87538;;;;;;;;
800086547;31/12/2016;2016;24668;;;;24668;;;;
800086581;31/12/2016;2016;220359;0;0;0;220359;0;0;0;0
800087179;31/12/2016;2016;716604;;;;;;;;
800087219;31/12/2016;2016;203228;8847;8847;8847;212075;;;;
800087570;31/12/2016;2016;-546770;0;0;0;-546770;0;0;0;0
800087710;31/12/2016;2016;-2893294;;;;-2893294;;;;
800087733;31/12/2016;2016;503391;;;;;;;;
800087744;31/12/2016;2016;729396;;;;;;;;
800087978;31/12/2016;2016;150250;;;;;;;;
800088056;31/12/2016;2016;1832996;;;;;;;;
800088155;31/12/2016;2016;1876391;;0;0;1876391;0;;;
800088443;31/12/2016;2016;478454;0;0;0;478454;0;0;0;0
800088519;31/12/2016;2016;1701852;0;0;0;1701852;0;0;0;0
800088568;31/12/2016;2016;96903;;;;96903;;;;
800088933;31/12/2016;2016;693023;595796;595796;595796;1288819;;;;
800089002;31/12/2016;2016;586521;0;0;0;586521;0;0;0;0
800089040;31/12/2016;2016;1553185;0;0;0;1553185;0;0;;
800089111;31/12/2016;2016;689339;;;;;;;;
800089188;31/12/2016;2016;359134;0;0;0;359134;0;0;0;0
800089361;31/12/2016;2016;190422;;;;;;;;
800089439;31/12/2016;2016;426403;;;;;;;;
800089522;31/12/2016;2016;62204;;;;;;;;
800089535;31/12/2016;2016;3601;;;;;;;;
800089623;31/12/2016;2016;1313515;0;0;1313515;2627030;0;0;1313515;1313515
800089627;31/12/2016;2016;920274;;;;;;;;
800089663;31/12/2016;2016;137177;;;;;;;;
800089872;31/12/2016;2016;929414;0;0;0;929414;0;0;0;0
800090028;31/12/2016;2016;1567273;0;0;0;1567273;0;0;0;0
800090131;31/12/2016;2016;-278704;;;;-278704;;;;
800090228;31/12/2016;2016;167457;;;;;;;;
800090263;31/12/2016;2016;419699;;;;;;;;
800090281;31/12/2016;2016;17368;107591;107591;107591;124959;;;;
800090427;31/12/2016;2016;1059615;;;;;;;;
800090471;31/12/2016;2016;70773;;;;;;;;
800090625;31/12/2016;2016;-910;;;;;;;;
800090638;31/12/2016;2016;356781;;;;;;;;
800090652;31/12/2016;2016;235179;0;0;0;235179;0;0;0;0
800090890;31/12/2016;2016;4105489;46904;46904;46904;4152393;;;;
800091085;31/12/2016;2016;889008;;;;;;;;
800091105;31/12/2016;2016;-444160;;;;;;;;
800091140;31/12/2016;2016;759119;0;0;0;759119;0;0;0;0
800091162;31/12/2016;2016;1247391;;;;;;;;
800091166;31/12/2016;2016;354631;;1601582;1601582;1956213;;1601582;;
800091691;31/12/2016;2016;301622;;;;301622;;;;
800091693;31/12/2016;2016;202998;;;;202998;;;;
800092019;31/12/2016;2016;2327614;;;;;;;;
800092078;31/12/2016;2016;100215;;;;100215;;;;
800092138;31/12/2016;2016;431592;;;;;;;;
800092157;31/12/2016;2016;225605;;;;225605;;;;
800092694;31/12/2016;2016;431147;;;;;;;;
800092898;31/12/2016;2016;394239;;;;394239;;;;
800092967;31/12/2016;2016;497348;;;;497348;;;;
800093160;31/12/2016;2016;59519;;;;;;;;
800093266;31/12/2016;2016;25794;;;;;;;;
800093296;31/12/2016;2016;1314232;454992;454992;454992;1769224;;;;
800093388;31/12/2016;2016;520272;;;;520272;;;;
800093475;31/12/2016;2016;1592638;120166;120166;120166;1712804;0;0;0;0
800093526;31/12/2016;2016;57103;;;;;;;;
800093641;31/12/2016;2016;863132;;0;0;863132;;;;0
800093661;31/12/2016;2016;148447;;;;;;;;
800093975;31/12/2016;2016;89415;;;;;;;;
800094005;31/12/2016;2016;0;0;0;0;0;0;0;0;0
800094123;31/12/2016;2016;109281;;;;109281;;;;
800094268;31/12/2016;2016;26170;;;;26170;;;;
800094274;31/12/2016;2016;113727;;;;;;;;
800094377;31/12/2016;2016;333466;1160812;1160812;1160812;1494278;;;;
800094433;31/12/2016;2016;47477;0;0;0;47477;0;0;0;0
800094521;31/12/2016;2016;8477547;0;3407824;3407824;11885371;3407824;0;0;0
800094590;31/12/2016;2016;-94884;;;;;;;;
800094605;31/12/2016;2016;156844;;;;156844;;;;
800094742;31/12/2016;2016;108216;0;0;0;108216;0;0;0;0
800094748;31/12/2016;2016;337973;;;;337973;;;;
800094904;31/12/2016;2016;17138;;;;17138;;;;
800094915;31/12/2016;2016;133551;0;0;0;133551;0;0;0;0
800094923;31/12/2016;2016;-66788;0;0;0;-66788;0;0;0;0
800094948;31/12/2016;2016;178485;0;0;0;178485;0;0;0;0
800095007;31/12/2016;2016;4975441;;;;;;;;
800095036;31/12/2016;2016;3567994;0;0;0;3567994;0;0;0;0
800095068;30/06/2016;2016-S1;1426750;;;;1426750;;;;
800095075;31/12/2016;2016;68135;;;;;;;;
800095184;31/12/2016;2016;40485;;;;;;;;
800095454;31/12/2016;2016;469098;;-207129;-207129;261969;-207129;;;
800095606;31/12/2016;2016;138941;;;;;;;;
800095628;31/12/2016;2016;271732;;;;271732;;;;
800095630;31/12/2016;2016;139584;;;;;;;;
800095951;31/12/2016;2016;1646616;;;;;;;;
800095954;31/12/2016;2016;30042;0;0;0;30042;0;0;0;0
800095999;31/12/2016;2016;6086;;;;;;;;
800096053;31/12/2016;2016;169094;0;0;0;169094;0;0;0;0
800096386;31/12/2016;2016;289372;;;;;;;;
800096423;31/12/2016;2016;79242;;;;;;;;
800096490;31/12/2016;2016;194017;;390877;390877;584894;390877;;;
800096796;31/12/2016;2016;463506;0;0;0;463506;0;0;0;0
800096871;31/12/2016;2016;14697;;;;;;;;
800096890;31/12/2016;2016;1991186;;;;1991186;;;;
800096901;31/12/2016;2016;1231;;;;;;;;
800096963;31/12/2016;2016;80922;0;0;0;80922;0;0;0;0
800096969;31/12/2016;2016;395833;;;;;;;;
800097297;31/12/2016;2016;324546;0;0;0;324546;0;0;0;0
800097356;31/12/2016;2016;760274;;;;760274;;;;
800097373;31/12/2016;2016;763702;;;;763702;;;;
800097424;31/12/2016;2016;56029;9574;9574;9574;65603;0;0;0;0
